# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2E07678g	DEHA2E07678g	CAG87876	protein_coding	51	0	17	288	0	9	177	51	0	8	0	0	52	0	0	0	0	0	0	0	0	0	16	111
DEHA2E07700r	DEHA2E07700r	DEHA2E07700r	protein_coding	0	0	0	302	0	0	197	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	104
DEHA2E07722g	DEHA2E07722g	CAG87877	protein_coding	21	0	10	328	0	9	196	21	0	1	0	0	25	0	0	0	0	0	0	0	0	0	6	132
DEHA2E07744g	DEHA2E07744g	CAG87878	protein_coding	15	0	7	270	0	3	150	15	0	4	0	0	8	0	0	0	0	0	0	0	0	0	14	120
DEHA2E07766g	DEHA2E07766g	CAR65783	protein_coding	4	0	0	292	0	0	160	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	132
DEHA2E07788g	DEHA2E07788g	CAR65784	protein_coding	0	0	0	274	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	79	0	53	253	0	8	144	79	0	45	0	0	117	0	0	0	0	0	0	0	0	0	13	109
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	20	0	11	306	0	2	151	20	0	9	0	0	24	0	0	0	0	0	0	0	0	0	6	155
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	21	0	8	302	0	8	148	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	8	154
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	16	0	12	293	0	9	135	16	0	3	0	0	23	0	0	0	0	0	0	0	0	0	4	158
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	43	0	33	300	0	11	164	43	0	22	0	0	61	0	0	0	0	0	0	0	0	0	15	136
DEHA2E07920g	DEHA2E07920g	CAG87885	protein_coding	0	0	6	313	0	3	148	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	1	165
DEHA2E07942g	DEHA2E07942g	CAG87886	protein_coding	56	0	36	298	0	16	149	56	0	20	0	0	77	0	0	0	0	0	0	0	0	0	15	149
DEHA2E07964g	DEHA2E07964g	CAG87887	protein_coding	23	0	16	294	0	3	139	23	0	13	0	0	34	0	0	0	0	0	0	0	0	0	5	155
DEHA2E07986g	DEHA2E07986g	CAR65785	protein_coding	56	0	12	279	0	2	112	56	0	10	0	0	56	0	0	0	0	0	0	0	0	0	12	167
DEHA2E08008g	DEHA2E08008g	CAG87890	protein_coding	8	0	4	277	0	4	162	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	115
DEHA2E08030g	DEHA2E08030g	CAG87891	protein_coding	28	0	8	272	0	2	120	28	0	6	0	0	31	0	0	0	0	0	0	0	0	0	5	152
DEHA2E08052g	DEHA2E08052g	CAG87892	protein_coding	24	0	12	267	0	11	149	24	0	1	0	0	30	0	0	0	0	0	0	0	0	0	6	118
DEHA2E08074g	DEHA2E08074g	CAG87893	protein_coding	10	0	7	289	0	1	155	10	0	6	0	0	15	0	0	0	0	0	0	0	0	0	2	134
DEHA2E08096g	DEHA2E08096g	CAG87894	protein_coding	13	0	10	261	0	3	111	13	0	7	0	0	19	0	0	0	0	0	0	0	0	0	4	150
DEHA2E08118g	DEHA2E08118g	CAR65786	protein_coding	24	0	12	254	0	8	114	24	0	4	0	0	30	0	0	0	0	0	0	0	0	0	6	140
DEHA2E08140g	DEHA2E08140g	CAG87896	protein_coding	15	0	6	270	0	4	118	15	0	2	0	0	18	0	0	0	0	0	0	0	0	0	3	152
DEHA2E08162g	DEHA2E08162g	CAG87897	protein_coding	5	0	1	262	0	0	142	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	5	120
DEHA2E08184g	DEHA2E08184g	CAR65787	protein_coding	24	0	19	300	0	10	139	24	0	9	0	0	39	0	0	0	0	0	0	0	0	0	4	161
DEHA2E08206g	DEHA2E08206g	CAG87899	protein_coding	20	0	7	321	0	5	152	20	0	2	0	0	23	0	0	0	0	0	0	0	0	0	4	169
DEHA2E08228g	DEHA2E08228g	CAG87900	protein_coding	22	0	0	331	0	0	184	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	147
DEHA2E08250g	DEHA2E08250g	CAG87901	protein_coding	16	0	43	299	0	20	148	16	0	23	0	0	51	0	0	0	0	0	0	0	0	0	7	151
DEHA2E08272r	DEHA2E08272r	DEHA2E08272r	protein_coding	0	0	1	293	0	1	139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	154
DEHA2E08294g	DEHA2E08294g	CAG87902	protein_coding	30	0	14	281	0	6	128	30	0	8	0	0	42	0	0	0	0	0	0	0	0	0	2	153
DEHA2E08316g	DEHA2E08316g	CAG87903	protein_coding	23	0	14	309	0	4	136	23	0	10	0	0	35	0	0	0	0	0	0	0	0	0	2	173
DEHA2E08338g	DEHA2E08338g	CAG87904	protein_coding	1	0	0	329	0	0	147	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	182
DEHA2E08360g	DEHA2E08360g	CAG87905	protein_coding	12	0	12	348	0	7	168	12	0	5	0	0	23	0	0	0	0	0	0	0	0	0	1	180
DEHA2E08382g	DEHA2E08382g	CAG87906	protein_coding	18	0	6	335	0	2	204	18	0	4	0	0	21	0	0	0	0	0	0	0	0	0	3	131
DEHA2E08404g	DEHA2E08404g	CAG87909	protein_coding	1	0	3	337	0	0	157	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	180
DEHA2E08426g	DEHA2E08426g	CAR65788	protein_coding	8	0	5	333	0	5	161	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	172
DEHA2E08448g	DEHA2E08448g	CAG87910	protein_coding	33	0	14	334	0	10	179	33	0	4	0	0	43	0	0	0	0	0	0	0	0	0	4	155
DEHA2E08470g	DEHA2E08470g	CAR65789	protein_coding	43	0	27	359	0	4	154	43	0	23	0	0	60	0	0	0	0	0	0	0	0	0	10	205
DEHA2E08492g	DEHA2E08492g	CAG87912	protein_coding	0	0	0	334	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164
DEHA2E08514g	DEHA2E08514g	CAG87913	protein_coding	8	0	5	341	0	0	173	8	0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	168
DEHA2E08536g	DEHA2E08536g	CAG87914	protein_coding	38	0	18	347	0	5	191	38	0	13	0	0	54	0	0	0	0	0	0	0	0	0	2	156
DEHA2E08558g	DEHA2E08558g	CAG87915	protein_coding	11	0	13	316	0	13	144	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7	172
DEHA2E08580g	DEHA2E08580g	CAG87916	protein_coding	38	0	20	319	0	15	151	38	0	5	0	2	47	0	0	0	0	0	0	0	0	0	11	166
DEHA2E08602g	DEHA2E08602g	CAG87917	protein_coding	21	0	22	327	0	10	140	21	0	12	0	0	37	0	0	0	0	0	0	0	0	0	6	187
DEHA2E08624g	DEHA2E08624g	CAG87918	protein_coding	21	0	11	364	0	10	199	21	0	1	0	0	26	0	0	0	0	0	0	0	0	0	6	165
DEHA2E08646g	DEHA2E08646g	CAG87919	protein_coding	32	0	25	296	0	7	131	32	0	18	0	0	50	0	0	0	0	0	0	0	0	0	7	165
DEHA2E08668g	DEHA2E08668g	CAG87920	protein_coding	23	0	16	294	0	5	143	23	0	11	0	0	38	0	0	0	0	0	0	0	0	0	1	151
DEHA2E08690g	DEHA2E08690g	CAG87921	protein_coding	29	0	15	295	0	10	167	29	0	5	0	0	42	0	0	0	0	0	0	0	0	0	2	128
DEHA2E08712g	DEHA2E08712g	CAG87922	protein_coding	7	0	5	307	0	5	157	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	150
DEHA2E08734g	DEHA2E08734g	CAG87923	protein_coding	6	1	3	293	0	1	148	6	0	2	0	6	8	0	0	0	0	1	0	0	0	0	1	140
DEHA2E08756g	DEHA2E08756g	CAG87924	protein_coding	46	0	25	304	0	7	146	46	0	18	0	16	70	0	0	0	0	0	0	0	0	0	1	142
DEHA2E08778g	DEHA2E08778g	CAG87925	protein_coding	3	0	7	298	0	4	152	3	0	3	0	0	9	0	0	0	0	0	0	0	0	0	1	146
DEHA2E08800g	DEHA2E08800g	CAG87926	protein_coding	23	0	19	274	0	15	142	23	0	4	0	0	39	0	0	0	0	0	0	0	0	0	3	132
DEHA2E08822g	DEHA2E08822g	CAG87927	protein_coding	34	0	22	254	0	16	149	34	0	6	0	0	54	0	0	0	0	0	0	0	0	0	2	105
DEHA2E08844r	DEHA2E08844r	DEHA2E08844r	protein_coding	0	0	0	254	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
DEHA2E08866g	DEHA2E08866g	CAG87928	protein_coding	10	0	7	278	0	1	125	10	0	6	0	0	16	0	0	0	0	0	0	0	0	0	1	153
DEHA2E08888g	DEHA2E08888g	CAR65790	protein_coding	41	0	9	268	0	0	158	41	0	9	0	0	45	0	0	0	0	0	0	0	0	0	5	110
DEHA2E08910g	DEHA2E08910g	CAG87931	protein_coding	23	0	11	254	0	1	143	23	0	10	0	0	27	0	0	0	0	0	0	0	0	0	7	111
DEHA2E08932g	DEHA2E08932g	CAG87932	protein_coding	8	0	8	279	0	5	128	8	0	3	0	0	14	0	0	0	0	0	0	0	0	0	2	151
DEHA2E08954g	DEHA2E08954g	CAG87933	protein_coding	42	0	33	305	0	8	156	42	0	25	0	0	69	0	0	0	0	0	0	0	0	0	6	149
DEHA2E08976g	DEHA2E08976g	CAG87934	protein_coding	39	0	39	312	0	25	146	39	0	14	0	0	73	0	0	0	0	0	0	0	0	0	5	166
DEHA2E08998g	DEHA2E08998g	CAG87935	protein_coding	24	0	9	316	0	9	163	24	0	0	0	0	31	0	0	0	0	0	0	0	0	0	2	153
DEHA2E09020g	DEHA2E09020g	CAR65791	protein_coding	59	0	21	309	0	16	162	59	0	5	0	0	74	0	0	0	0	0	0	0	0	0	6	147
DEHA2E09042g	DEHA2E09042g	CAG87937	protein_coding	81	0	44	356	0	27	151	81	0	17	0	0	113	0	0	0	0	0	0	0	0	0	12	205
DEHA2E09064g	DEHA2E09064g	CAG87938	protein_coding	35	0	30	372	0	10	230	35	0	20	0	0	59	0	0	0	0	0	0	0	0	0	6	142
DEHA2E09086g	DEHA2E09086g	CAR65792	protein_coding	127	0	144	293	0	84	124	127	0	60	0	0	206	0	0	0	0	0	0	0	0	0	64	169
DEHA2E09108g	DEHA2E09108g	CAG87940	protein_coding	11	0	4	362	0	3	237	11	0	1	0	0	14	0	0	0	0	0	0	0	0	0	1	125
DEHA2E09130g	DEHA2E09130g	CAG87941	protein_coding	10	0	2	328	0	2	191	10	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	137
DEHA2E09152g	DEHA2E09152g	CAG87942	protein_coding	15	0	7	324	0	2	146	15	0	5	0	0	21	0	0	0	0	0	0	0	0	0	1	178
DEHA2E09174g	DEHA2E09174g	CAG87943	protein_coding	43	0	11	333	0	11	156	43	0	0	0	0	49	0	0	0	0	0	0	0	0	0	4	177
DEHA2E09196g	DEHA2E09196g	CAG87944	protein_coding	27	0	22	280	0	12	119	27	0	10	0	0	38	0	0	0	0	0	0	0	0	0	11	161
DEHA2E09218g	DEHA2E09218g	CAG87945	protein_coding	22	0	23	300	0	11	141	22	0	12	0	0	42	0	0	0	0	0	0	0	0	0	3	159
DEHA2E09240g	DEHA2E09240g	CAG87946	protein_coding	21	0	14	330	0	9	157	21	0	5	0	0	32	0	0	0	0	0	0	0	0	0	3	173
DEHA2E09262g	DEHA2E09262g	CAG87947	protein_coding	14	0	10	343	0	1	170	14	0	9	0	0	20	0	0	0	0	0	0	0	0	0	4	173
DEHA2E09284g	DEHA2E09284g	CAR65793	protein_coding	84	0	42	312	0	25	182	84	0	17	0	0	104	0	0	0	0	0	0	0	0	0	22	130
DEHA2E09306g	DEHA2E09306g	CAG87949	protein_coding	12	0	15	305	0	4	132	12	0	11	0	0	23	0	0	0	0	0	0	0	0	0	4	173
DEHA2E09328g	DEHA2E09328g	CAG87950	protein_coding	35	0	20	341	0	12	172	35	0	8	0	0	46	0	0	0	0	0	0	0	0	0	9	169
DEHA2E09350g	DEHA2E09350g	CAG87951	protein_coding	3	0	5	365	0	3	171	3	0	2	0	0	7	0	0	0	0	0	0	0	0	0	1	194
DEHA2E09372g	DEHA2E09372g	CAG87952	protein_coding	6	0	12	345	0	7	154	6	0	5	0	0	15	0	0	0	0	0	0	0	0	0	3	191
DEHA2E09394g	DEHA2E09394g	CAR65794	protein_coding	2	0	3	314	0	0	131	2	0	3	1	0	4	1	0	0	0	0	1	0	0	0	0	183
DEHA2E09416g	DEHA2E09416g	CAR65795	protein_coding	6	0	5	314	0	2	132	6	0	3	0	0	3	0	0	0	0	0	0	0	0	0	8	182
DEHA2E09438g	DEHA2E09438g	CAR65796	protein_coding	5	0	2	322	0	0	152	5	0	2	0	0	5	0	0	0	0	0	0	0	0	0	2	170
DEHA2E09460g	DEHA2E09460g	CAG87953	protein_coding	34	1	7	346	0	2	153	34	0	5	0	30	32	0	0	0	0	1	0	0	0	0	9	164
DEHA2E09482g	DEHA2E09482g	CAG87954	protein_coding	15	0	12	360	0	7	182	15	0	5	0	0	23	0	0	0	0	0	0	0	0	0	4	178
DEHA2E09504g	DEHA2E09504g	CAG87955	protein_coding	75	0	26	290	0	16	158	74	0	10	0	0	89	0	0	0	0	0	1	0	0	0	11	132
DEHA2E09526g	DEHA2E09526g	CAG87956	protein_coding	20	0	10	313	0	9	193	20	0	1	0	0	26	0	0	0	0	0	0	0	0	0	4	120
DEHA2E09548g	DEHA2E09548g	CAG87957	protein_coding	17	0	14	333	0	2	147	17	0	12	0	0	30	0	0	0	0	0	0	0	0	0	1	186
DEHA2E09570g	DEHA2E09570g	CAG87958	protein_coding	13	0	1	287	0	1	138	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	149
DEHA2E09592g	DEHA2E09592g	CAG87959	protein_coding	15	0	8	271	0	3	154	15	0	5	0	0	16	0	0	0	0	0	0	0	0	0	7	117
DEHA2E09614g	DEHA2E09614g	CAR65797	protein_coding	33	0	24	241	0	17	119	33	0	7	0	0	55	0	0	0	0	0	0	0	0	0	2	122
DEHA2E09636g	DEHA2E09636g	CAG87960	protein_coding	17	0	7	250	0	2	117	17	0	5	0	0	24	0	0	0	0	0	0	0	0	0	0	133
DEHA2E09658g	DEHA2E09658g	CAG87961	protein_coding	27	0	14	277	0	9	148	27	0	5	0	0	38	0	0	0	0	0	0	0	0	0	3	129
DEHA2E09680g	DEHA2E09680g	CAG87962	protein_coding	3	0	6	284	0	2	151	3	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	133
DEHA2E09702g	DEHA2E09702g	CAG87963	protein_coding	10	0	4	293	0	3	150	10	0	1	0	0	13	0	0	0	0	0	0	0	0	0	1	143
DEHA2E09724g	DEHA2E09724g	CAG87965	protein_coding	0	0	4	275	0	0	144	0	0	4	0	6	4	0	0	0	0	0	0	0	0	0	0	125
DEHA2E09746g	DEHA2E09746g	CAR65798	protein_coding	15	0	1	255	0	0	129	15	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	126
DEHA2E09768g	DEHA2E09768g	CAR65799	protein_coding	28	0	7	258	0	7	127	28	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	131
DEHA2E09790g	DEHA2E09790g	CAG87968	protein_coding	15	0	4	262	0	0	129	15	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	133
DEHA2E09812g	DEHA2E09812g	CAG87969	protein_coding	11	0	8	261	0	6	134	10	0	3	0	0	17	0	0	0	0	1	0	0	1	0	1	127
DEHA2E09834g	DEHA2E09834g	CAG87970	protein_coding	7	0	4	303	0	3	151	7	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	152
DEHA2E09856g	DEHA2E09856g	CAG87971	protein_coding	23	0	10	292	0	7	128	23	0	3	0	0	32	0	0	0	0	0	0	0	0	0	1	164
DEHA2E09878g	DEHA2E09878g	CAG87972	protein_coding	8	1	2	301	0	0	171	8	0	2	0	6	10	0	0	0	0	1	0	0	0	0	0	125
DEHA2E09900g	DEHA2E09900g	CAG87973	protein_coding	27	0	7	281	0	0	151	27	0	7	0	0	31	0	0	0	0	0	0	0	0	0	3	130
DEHA2E09922g	DEHA2E09922g	CAG87974	protein_coding	20	0	16	276	0	14	125	20	0	2	0	0	33	0	0	0	0	0	0	0	0	0	3	151
DEHA2E09944g	DEHA2E09944g	CAG87975	protein_coding	48	0	15	309	0	7	145	48	0	8	0	0	58	0	0	0	0	0	0	0	0	0	5	164
DEHA2E09966g	DEHA2E09966g	CAG87976	protein_coding	7	0	2	326	0	2	156	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	170
DEHA2E09988g	DEHA2E09988g	CAG87977	protein_coding	16	0	29	340	0	7	189	16	0	22	0	0	40	0	0	0	0	0	0	0	0	0	5	151
DEHA2E10010g	DEHA2E10010g	CAG87978	protein_coding	11	0	6	312	0	1	172	11	0	5	0	0	11	0	0	0	0	0	0	0	0	0	6	140
DEHA2E10032r	DEHA2E10032r	DEHA2E10032r	protein_coding	0	0	0	316	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
DEHA2E10054g	DEHA2E10054g	CAG87979	protein_coding	29	0	34	312	0	25	141	29	0	9	0	0	49	0	0	0	0	0	0	0	0	0	14	171
DEHA2E10076g	DEHA2E10076g	CAG87980	protein_coding	41	0	14	340	0	5	153	41	0	9	0	0	48	0	0	0	0	0	0	0	0	0	7	187
DEHA2E10098g	DEHA2E10098g	CAG87981	protein_coding	26	0	20	303	0	11	172	26	0	9	0	0	41	0	0	0	0	0	0	0	0	0	5	131
DEHA2E10120g	DEHA2E10120g	CAR65800	protein_coding	61	0	25	287	0	10	115	61	0	15	0	0	70	0	0	0	0	0	0	0	0	0	16	172
DEHA2E10142g	DEHA2E10142g	CAR65801	protein_coding	28	0	6	278	0	0	129	28	0	6	0	0	30	0	0	0	0	0	0	0	0	0	4	149
DEHA2E10164g	DEHA2E10164g	CAR65802	protein_coding	30	0	29	269	0	17	127	30	0	12	0	0	50	0	0	0	0	0	0	0	0	0	9	142
DEHA2E10186g	DEHA2E10186g	CAG87986	protein_coding	24	0	30	277	0	18	119	24	0	12	0	0	46	0	0	0	0	0	0	0	0	0	8	158
DEHA2E10208g	DEHA2E10208g	CAG87987	protein_coding	8	0	11	282	0	4	155	8	0	7	0	0	17	0	0	0	0	0	0	0	0	0	2	127
DEHA2E10230r	DEHA2E10230r	DEHA2E10230r	protein_coding	0	0	0	295	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156
DEHA2E10252g	DEHA2E10252g	CAG87988	protein_coding	2	0	1	307	0	1	140	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	167
DEHA2E10274g	DEHA2E10274g	CAG87989	protein_coding	19	0	12	316	0	1	181	19	0	11	0	0	29	0	0	0	0	0	0	0	0	0	2	135
DEHA2E10296g	DEHA2E10296g	CAG87990	protein_coding	46	0	45	301	0	9	154	46	0	36	0	0	87	0	0	0	0	0	0	0	0	0	4	147
DEHA2E10318g	DEHA2E10318g	CAG87991	protein_coding	27	0	29	300	0	9	133	27	0	20	0	0	49	0	0	0	0	0	0	0	0	0	6	167
DEHA2E10340r	DEHA2E10340r	DEHA2E10340r	protein_coding	0	0	0	315	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182
DEHA2E10362g	DEHA2E10362g	CAR65803	protein_coding	10	0	26	303	0	11	125	10	0	15	0	0	30	0	0	0	0	0	0	0	0	0	6	178
DEHA2E10384g	DEHA2E10384g	CAR65804	protein_coding	59	0	26	335	0	20	188	59	0	6	0	0	78	0	0	0	0	0	0	0	0	0	7	147
DEHA2E10406g	DEHA2E10406g	CAG87997	protein_coding	23	0	5	310	0	2	183	23	0	3	0	0	26	0	0	0	0	0	0	0	0	0	2	127
DEHA2E10428g	DEHA2E10428g	CAG87999	protein_coding	13	0	9	325	0	1	200	13	0	8	0	0	22	0	0	0	0	0	0	0	0	0	0	125
DEHA2E10450g	DEHA2E10450g	CAG88000	protein_coding	23	0	34	335	0	16	126	23	0	18	0	2	53	0	0	0	0	0	0	0	0	0	4	207
DEHA2E10472g	DEHA2E10472g	CAG88001	protein_coding	38	0	59	326	0	24	184	38	0	35	0	0	93	0	0	0	0	0	0	0	0	0	4	142
DEHA2E10494g	DEHA2E10494g	CAG88002	protein_coding	38	0	21	345	0	9	158	38	0	12	0	0	55	0	0	0	0	0	0	0	0	0	4	187
DEHA2E10516g	DEHA2E10516g	CAG88003	protein_coding	26	0	18	344	0	4	135	26	0	14	0	0	41	0	0	0	0	0	0	0	0	0	3	209
DEHA2E10538g	DEHA2E10538g	CAG88004	protein_coding	23	0	8	337	0	2	124	23	0	6	0	0	30	0	0	0	0	0	0	0	0	0	1	213
DEHA2E10560g	DEHA2E10560g	CAG88005	protein_coding	27	0	7	307	0	1	111	27	0	6	0	0	31	0	0	0	0	0	0	0	0	0	3	196
DEHA2E10582g	DEHA2E10582g	CAG88006	protein_coding	11	0	8	295	0	1	117	11	0	7	0	0	19	0	0	0	0	0	0	0	0	0	0	178
DEHA2E10604g	DEHA2E10604g	CAG88007	protein_coding	22	0	25	281	0	7	125	22	0	18	0	0	43	0	0	0	0	0	0	0	0	0	4	156
DEHA2E10626g	DEHA2E10626g	CAG88008	protein_coding	1	0	0	249	0	0	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	128
DEHA2E10648g	DEHA2E10648g	CAG88009	protein_coding	2	0	1	248	0	0	138	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	110
DEHA2E10670g	DEHA2E10670g	CAG88010	protein_coding	24	0	16	246	0	10	108	24	0	6	0	0	37	0	0	0	0	0	0	0	0	0	3	138
DEHA2E10692g	DEHA2E10692g	CAG88011	protein_coding	20	0	12	267	0	2	151	19	0	10	0	0	26	0	0	0	0	1	0	0	1	0	5	116
DEHA2E10714g	DEHA2E10714g	CAR65805	protein_coding	26	0	33	300	0	14	163	26	0	19	0	0	50	0	0	0	0	0	0	0	0	0	9	137
DEHA2E10736g	DEHA2E10736g	CAG88013	protein_coding	40	0	31	310	0	8	162	40	0	23	0	0	67	0	0	0	0	0	0	0	1	0	4	148
DEHA2E10758g	DEHA2E10758g	CAG88014	protein_coding	20	0	11	331	0	9	165	20	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	166
DEHA2E10780g	DEHA2E10780g	CAG88015	protein_coding	30	0	27	305	0	7	154	30	0	20	0	0	51	0	0	0	0	0	0	0	0	0	6	151
DEHA2E10802g	DEHA2E10802g	CAG88016	protein_coding	17	0	23	319	0	10	169	17	0	13	0	0	34	0	0	0	0	0	0	0	0	0	6	150
DEHA2E10824g	DEHA2E10824g	CAG88017	protein_coding	21	0	40	315	0	31	163	21	0	9	0	0	55	0	0	0	0	0	0	0	0	0	6	152
DEHA2E10846g	DEHA2E10846g	CAG88018	protein_coding	40	0	17	306	0	3	154	40	0	14	0	0	45	0	0	0	0	0	0	0	0	0	11	152
DEHA2E10868g	DEHA2E10868g	CAG88019	protein_coding	25	0	15	293	0	6	149	25	0	9	0	0	34	0	0	0	0	0	0	0	0	0	6	144
DEHA2E10890g	DEHA2E10890g	CAG88020	protein_coding	1	0	2	297	0	2	147	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	150
DEHA2E10912g	DEHA2E10912g	CAG88021	protein_coding	27	0	25	297	0	4	149	27	0	21	0	0	45	0	0	0	0	0	0	0	0	0	7	148
DEHA2E10934g	DEHA2E10934g	CAG88022	protein_coding	56	0	36	297	0	13	147	56	0	23	0	0	81	0	0	0	0	0	0	0	0	0	11	150
DEHA2E10956g	DEHA2E10956g	CAG88023	protein_coding	26	0	11	267	0	3	128	26	0	8	0	0	34	0	0	0	0	0	0	0	0	0	3	139
DEHA2E10978g	DEHA2E10978g	CAG88024	protein_coding	31	0	20	300	0	7	168	31	0	13	0	0	43	0	0	0	0	0	0	0	0	0	8	132
DEHA2E11000g	DEHA2E11000g	CAG88025	protein_coding	9	0	11	316	0	8	147	9	0	3	0	0	17	0	0	0	0	0	0	0	0	0	3	169
DEHA2E11022g	DEHA2E11022g	CAG88026	protein_coding	65	0	38	303	0	26	136	65	0	12	0	0	91	0	0	0	0	0	0	0	0	0	12	167
DEHA2E11044g	DEHA2E11044g	CAG88027	protein_coding	6	0	10	326	0	6	165	6	0	4	0	0	14	0	0	0	0	0	0	0	0	0	2	161
DEHA2E11066g	DEHA2E11066g	CAG88028	protein_coding	21	0	10	329	0	7	171	21	0	3	0	0	30	0	0	0	0	0	0	0	0	0	1	158
DEHA2E11088g	DEHA2E11088g	CAG88029	protein_coding	47	0	24	275	0	16	176	47	0	8	0	0	63	0	0	0	0	0	0	0	0	0	7	99
DEHA2E11110g	DEHA2E11110g	CAG88030	protein_coding	13	0	17	274	0	2	105	13	0	15	0	0	26	0	0	0	0	0	0	0	0	0	4	169
DEHA2E11132g	DEHA2E11132g	CAG88031	protein_coding	3	0	0	264	0	0	157	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	107
DEHA2E11154g	DEHA2E11154g	CAG88032	protein_coding	0	0	0	255	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
DEHA2E11176g	DEHA2E11176g	CAG88033	protein_coding	8	0	6	223	0	1	90	8	0	5	0	0	6	0	0	0	0	1	0	0	1	1	7	133
DEHA2E11198g	DEHA2E11198g	CAG88034	protein_coding	25	0	19	220	0	1	128	25	0	18	0	0	42	0	0	0	0	0	0	0	0	0	1	92
DEHA2E11220g	DEHA2E11220g	CAG88035	protein_coding	37	0	32	250	0	25	103	37	0	7	0	0	65	0	0	0	0	1	0	0	1	0	3	147
DEHA2E11242g	DEHA2E11242g	CAG88036	protein_coding	5	0	3	273	0	4	142	4	0	0	0	0	6	0	0	0	0	0	1	0	0	0	1	131
DEHA2E11264g	DEHA2E11264g	CAG88037	protein_coding	23	0	19	274	0	15	135	23	0	4	0	0	36	0	0	0	0	0	0	0	0	0	6	139
DEHA2E11286g	DEHA2E11286g	CAG88038	protein_coding	26	0	10	297	0	1	156	26	0	9	0	0	31	0	0	0	0	0	0	0	0	0	5	141
DEHA2E11308g	DEHA2E11308g	CAG88039	protein_coding	32	0	15	298	0	11	140	32	0	4	0	0	45	0	0	0	0	0	0	0	0	0	2	158
DEHA2E11330g	DEHA2E11330g	CAG88040	protein_coding	37	0	15	291	0	8	139	37	0	7	0	0	43	0	0	0	0	0	0	0	0	0	9	152
DEHA2E11352g	DEHA2E11352g	CAG88041	protein_coding	35	0	13	303	0	2	145	35	0	11	0	0	44	0	0	0	0	0	0	0	0	0	4	158
DEHA2E11374g	DEHA2E11374g	CAG88042	protein_coding	29	0	12	325	0	2	166	29	0	10	0	0	40	0	0	0	0	0	0	0	0	0	1	159
