# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2E06820g	DEHA2E06820g	CAG87835	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06842g	DEHA2E06842g	CAG87836	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06864g	DEHA2E06864g	CAG87837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06886g	DEHA2E06886g	CAG87839	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06996g	DEHA2E06996g	CAG87844	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07018g	DEHA2E07018g	CAG87845	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07040g	DEHA2E07040g	CAG87846	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07062g	DEHA2E07062g	CAR65776	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2E07084g	DEHA2E07084g	CAG87848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07106g	DEHA2E07106g	CAR65777	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07128g	DEHA2E07128g	CAR65778	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07744g	DEHA2E07744g	CAG87878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07766g	DEHA2E07766g	CAR65783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07788g	DEHA2E07788g	CAR65784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	0	0	1	4	4	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	1	1
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E08646g	DEHA2E08646g	CAG87919	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08668g	DEHA2E08668g	CAG87920	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08690g	DEHA2E08690g	CAG87921	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2E08712g	DEHA2E08712g	CAG87922	protein_coding	0	9	3	0	0	0	0	0	0	3	0	0	0	0	0	9	0
DEHA2E08734g	DEHA2E08734g	CAG87923	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2E08756g	DEHA2E08756g	CAG87924	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2E08998g	DEHA2E08998g	CAG87935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09020g	DEHA2E09020g	CAR65791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09042g	DEHA2E09042g	CAG87937	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09064g	DEHA2E09064g	CAG87938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09284g	DEHA2E09284g	CAR65793	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E09306g	DEHA2E09306g	CAG87949	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09328g	DEHA2E09328g	CAG87950	protein_coding	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1
DEHA2E09350g	DEHA2E09350g	CAG87951	protein_coding	0	0	1	3	3	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E09372g	DEHA2E09372g	CAG87952	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09394g	DEHA2E09394g	CAR65794	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09416g	DEHA2E09416g	CAR65795	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09438g	DEHA2E09438g	CAR65796	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09460g	DEHA2E09460g	CAG87953	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E09548g	DEHA2E09548g	CAG87957	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09570g	DEHA2E09570g	CAG87958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09592g	DEHA2E09592g	CAG87959	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09614g	DEHA2E09614g	CAR65797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09636g	DEHA2E09636g	CAG87960	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09658g	DEHA2E09658g	CAG87961	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09680g	DEHA2E09680g	CAG87962	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09702g	DEHA2E09702g	CAG87963	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09724g	DEHA2E09724g	CAG87965	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E09746g	DEHA2E09746g	CAR65798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09768g	DEHA2E09768g	CAR65799	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09790g	DEHA2E09790g	CAG87968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09812g	DEHA2E09812g	CAG87969	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09834g	DEHA2E09834g	CAG87970	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10120g	DEHA2E10120g	CAR65800	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10142g	DEHA2E10142g	CAR65801	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10164g	DEHA2E10164g	CAR65802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10186g	DEHA2E10186g	CAG87986	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10208g	DEHA2E10208g	CAG87987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10230r	DEHA2E10230r	DEHA2E10230r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10252g	DEHA2E10252g	CAG87988	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10274g	DEHA2E10274g	CAG87989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10472g	DEHA2E10472g	CAG88001	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10494g	DEHA2E10494g	CAG88002	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10516g	DEHA2E10516g	CAG88003	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10538g	DEHA2E10538g	CAG88004	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10560g	DEHA2E10560g	CAG88005	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E10582g	DEHA2E10582g	CAG88006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10604g	DEHA2E10604g	CAG88007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10626g	DEHA2E10626g	CAG88008	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10934g	DEHA2E10934g	CAG88022	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10956g	DEHA2E10956g	CAG88023	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10978g	DEHA2E10978g	CAG88024	protein_coding	0	2	4	2	0	0	0	0	0	4	0	0	0	0	0	2	2
DEHA2E11000g	DEHA2E11000g	CAG88025	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11022g	DEHA2E11022g	CAG88026	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11814g	DEHA2E11814g	CAG88061	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11836g	DEHA2E11836g	CAG88062	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11858g	DEHA2E11858g	CAG88063	protein_coding	0	3	5	1	1	0	0	0	0	5	0	0	0	0	0	3	0
DEHA2E11880g	DEHA2E11880g	CAG88064	protein_coding	0	0	1	8	8	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E11902g	DEHA2E11902g	CAR65806	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E11924g	DEHA2E11924g	CAG88065	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11946g	DEHA2E11946g	CAG88066	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E11968g	DEHA2E11968g	CAG88067	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E11990g	DEHA2E11990g	CAG88068	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12012g	DEHA2E12012g	CAG88069	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12034g	DEHA2E12034g	CAR65807	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12056g	DEHA2E12056g	CAG88070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12078g	DEHA2E12078g	CAG88071	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12100r	DEHA2E12100r	DEHA2E12100r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12122g	DEHA2E12122g	CAG88072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12144g	DEHA2E12144g	CAG88073	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12166g	DEHA2E12166g	CAG88074	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12188g	DEHA2E12188g	CAG88075	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12210g	DEHA2E12210g	CAG88076	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12232g	DEHA2E12232g	CAG88077	protein_coding	0	1	2	7	7	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2E12254g	DEHA2E12254g	CAG88078	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E12276g	DEHA2E12276g	CAG88079	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12298g	DEHA2E12298g	CAG88080	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12474g	DEHA2E12474g	CAG88088	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12496g	DEHA2E12496g	CAR65810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12518g	DEHA2E12518g	CAR65811	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E12540g	DEHA2E12540g	CAG88092	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12562r	DEHA2E12562r	DEHA2E12562r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12584g	DEHA2E12584g	CAG88093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12606g	DEHA2E12606g	CAG88094	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12958g	DEHA2E12958g	CAG88110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12980g	DEHA2E12980g	CAG88111	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13002g	DEHA2E13002g	CAG88112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13024g	DEHA2E13024g	CAR65815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13046g	DEHA2E13046g	CAG88114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13068g	DEHA2E13068g	CAG88115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13090g	DEHA2E13090g	CAG88116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13112g	DEHA2E13112g	CAG88117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13134r	DEHA2E13134r	DEHA2E13134r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13156g	DEHA2E13156g	CAG88118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13178g	DEHA2E13178g	CAG88119	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13200g	DEHA2E13200g	CAG88120	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13222g	DEHA2E13222g	CAR65816	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13244g	DEHA2E13244g	CAR65817	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E13266g	DEHA2E13266g	CAG88122	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13706g	DEHA2E13706g	CAR65823	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13728g	DEHA2E13728g	CAG88144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13750g	DEHA2E13750g	CAG88145	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13772g	DEHA2E13772g	CAR65824	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13794g	DEHA2E13794g	CAG88147	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E13816g	DEHA2E13816g	CAG88148	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13838g	DEHA2E13838g	CAG88149	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13860g	DEHA2E13860g	CAG88150	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13882g	DEHA2E13882g	CAG88151	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13904g	DEHA2E13904g	CAG88152	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14608g	DEHA2E14608g	CAG88185	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E14630g	DEHA2E14630g	CAR65827	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E14652g	DEHA2E14652g	CAR65828	protein_coding	0	1	5	0	0	0	0	0	0	5	0	0	0	0	0	1	0
DEHA2E14674g	DEHA2E14674g	CAG88188	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E14696g	DEHA2E14696g	CAG88189	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E14718g	DEHA2E14718g	CAG88190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14740g	DEHA2E14740g	CAG88191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14762g	DEHA2E14762g	CAG88192	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14784g	DEHA2E14784g	CAG88193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14806g	DEHA2E14806g	CAG88194	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E14828g	DEHA2E14828g	CAG88195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14850g	DEHA2E14850g	CAG88196	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15510g	DEHA2E15510g	CAR65832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15532r	DEHA2E15532r	DEHA2E15532r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15554r	DEHA2E15554r	DEHA2E15554r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15576g	DEHA2E15576g	CAG88230	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15598g	DEHA2E15598g	CAG88232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15620g	DEHA2E15620g	CAR65833	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E15642r	DEHA2E15642r	DEHA2E15642r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E15664g	DEHA2E15664g	CAG88237	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2E15686g	DEHA2E15686g	CAG88238	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15708g	DEHA2E15708g	CAG88239	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15730g	DEHA2E15730g	CAG88240	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15752g	DEHA2E15752g	CAG88241	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15840g	DEHA2E15840g	CAR65834	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15862g	DEHA2E15862g	CAG88244	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15884g	DEHA2E15884g	CAG88246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15906g	DEHA2E15906g	CAG88247	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15928g	DEHA2E15928g	CAR65835	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16236g	DEHA2E16236g	CAG88260	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16258g	DEHA2E16258g	CAG88261	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16280g	DEHA2E16280g	CAG88262	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16302g	DEHA2E16302g	CAG88263	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16324g	DEHA2E16324g	CAG88264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16346g	DEHA2E16346g	CAG88265	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16412g	DEHA2E16412g	CAG88268	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16434g	DEHA2E16434g	CAG88269	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E16456g	DEHA2E16456g	CAG88270	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E16478g	DEHA2E16478g	CAG88271	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E16500g	DEHA2E16500g	CAG88272	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16522g	DEHA2E16522g	CAG88273	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E16544g	DEHA2E16544g	CAR65836	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16566g	DEHA2E16566g	CAR65837	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16588g	DEHA2E16588g	CAR65838	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E16610g	DEHA2E16610g	CAG88280	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16632g	DEHA2E16632g	CAG88281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E17072g	DEHA2E17072g	CAG88302	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17094g	DEHA2E17094g	CAG88303	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17116g	DEHA2E17116g	CAG88304	protein_coding	0	2	0	10	10	0	0	0	0	0	0	0	0	0	0	2	0
DEHA2E17138g	DEHA2E17138g	CAG88305	protein_coding	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2E17160g	DEHA2E17160g	CAG88306	protein_coding	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E17182g	DEHA2E17182g	CAG88307	protein_coding	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2E17204g	DEHA2E17204g	CAG88308	protein_coding	2	0	8	2	0	0	0	0	0	8	0	0	0	2	0	0	2
DEHA2E17226g	DEHA2E17226g	CAG88309	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17248g	DEHA2E17248g	CAG88310	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2E17270g	DEHA2E17270g	CAG88311	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17292g	DEHA2E17292g	CAG88312	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17490g	DEHA2E17490g	CAG88320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E17512g	DEHA2E17512g	CAR65846	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E17534r	DEHA2E17534r	DEHA2E17534r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E17556g	DEHA2E17556g	CAR65847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E17578g	DEHA2E17578g	CAG88324	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17864g	DEHA2E17864g	CAG88341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E17886g	DEHA2E17886g	CAG88342	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E17908g	DEHA2E17908g	CAG88343	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17930g	DEHA2E17930g	CAG88344	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2E17952g	DEHA2E17952g	CAG88345	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2E17974g	DEHA2E17974g	CAG88346	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E17996g	DEHA2E17996g	CAG88347	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18084g	DEHA2E18084g	CAG88351	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18106g	DEHA2E18106g	CAR65848	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18128g	DEHA2E18128g	CAR65849	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18150r	DEHA2E18150r	DEHA2E18150r	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E18172r	DEHA2E18172r	DEHA2E18172r	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E18194g	DEHA2E18194g	CAG88355	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18216g	DEHA2E18216g	CAG88356	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18238g	DEHA2E18238g	CAG88357	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E18392g	DEHA2E18392g	CAG88364	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E18414g	DEHA2E18414g	CAR65850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
