# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2E03124g	DEHA2E03124g	CAG87678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03146g	DEHA2E03146g	CAG87679	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03366g	DEHA2E03366g	CAG87689	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03388g	DEHA2E03388g	CAG87690	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03410g	DEHA2E03410g	CAR65749	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E03432r	DEHA2E03432r	DEHA2E03432r	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03454g	DEHA2E03454g	CAG87693	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03476g	DEHA2E03476g	CAG87694	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03498g	DEHA2E03498g	CAR65750	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E03520g	DEHA2E03520g	CAG87695	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03542g	DEHA2E03542g	CAR65751	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03564g	DEHA2E03564g	CAG87697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03784g	DEHA2E03784g	CAG87707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03806g	DEHA2E03806g	CAG87708	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03828g	DEHA2E03828g	CAR65752	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E03850g	DEHA2E03850g	CAR65753	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03872g	DEHA2E03872g	CAR65754	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03894g	DEHA2E03894g	CAG87711	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03916g	DEHA2E03916g	CAR65755	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E03938g	DEHA2E03938g	CAR65756	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03960g	DEHA2E03960g	CAG87714	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E03982g	DEHA2E03982g	CAR65757	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04004g	DEHA2E04004g	CAG87720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04026g	DEHA2E04026g	CAG87721	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04048g	DEHA2E04048g	CAG87722	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04070g	DEHA2E04070g	CAR65758	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04092g	DEHA2E04092g	CAG87723	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04114r	DEHA2E04114r	DEHA2E04114r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04136g	DEHA2E04136g	CAR65759	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04224g	DEHA2E04224g	CAG87730	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04246g	DEHA2E04246g	CAG87731	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04268g	DEHA2E04268g	CAG87732	protein_coding	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
DEHA2E04290g	DEHA2E04290g	CAG87733	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04312g	DEHA2E04312g	CAG87734	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04334g	DEHA2E04334g	CAR65761	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04356g	DEHA2E04356g	CAR65762	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04378g	DEHA2E04378g	CAG87736	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04400g	DEHA2E04400g	CAG87737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04554g	DEHA2E04554g	CAG87744	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04576g	DEHA2E04576g	CAG87745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04598g	DEHA2E04598g	CAG87746	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E04620r	DEHA2E04620r	DEHA2E04620r	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04642g	DEHA2E04642g	CAG87747	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E04664g	DEHA2E04664g	CAG87748	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E04686g	DEHA2E04686g	CAG87749	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04708g	DEHA2E04708g	CAG87750	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E04730g	DEHA2E04730g	CAG87752	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04752g	DEHA2E04752g	CAG87753	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04774g	DEHA2E04774g	CAG87754	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04796g	DEHA2E04796g	CAG87755	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04818r	DEHA2E04818r	DEHA2E04818r	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04840g	DEHA2E04840g	CAG87756	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E04862g	DEHA2E04862g	CAR65765	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04884g	DEHA2E04884g	CAG87759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05060g	DEHA2E05060g	CAG87767	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E05082g	DEHA2E05082g	CAG87768	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05104g	DEHA2E05104g	CAG87769	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05126g	DEHA2E05126g	CAG87770	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E05148g	DEHA2E05148g	CAG87771	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E05170g	DEHA2E05170g	CAR65770	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05192g	DEHA2E05192g	CAR65771	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05214g	DEHA2E05214g	CAG87773	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05236g	DEHA2E05236g	CAG87774	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05258g	DEHA2E05258g	CAR65772	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05280r	DEHA2E05280r	DEHA2E05280r	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05302g	DEHA2E05302g	CAG87776	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05324g	DEHA2E05324g	CAR65773	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E05346g	DEHA2E05346g	CAG87778	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05368g	DEHA2E05368g	CAG87779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05390g	DEHA2E05390g	CAG87780	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05412g	DEHA2E05412g	CAG87781	protein_coding	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05434g	DEHA2E05434g	CAG87782	protein_coding	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05456g	DEHA2E05456g	CAG87783	protein_coding	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05478g	DEHA2E05478g	CAG87784	protein_coding	0	1	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0
DEHA2E05500g	DEHA2E05500g	CAG87785	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E05522g	DEHA2E05522g	CAG87786	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E05544g	DEHA2E05544g	CAG87787	protein_coding	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05566g	DEHA2E05566g	CAG87788	protein_coding	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E05588g	DEHA2E05588g	CAG87789	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05610g	DEHA2E05610g	CAG87790	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E05632g	DEHA2E05632g	CAR65774	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05786g	DEHA2E05786g	CAG87801	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05808g	DEHA2E05808g	CAG87802	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05830g	DEHA2E05830g	CAG87803	protein_coding	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05852g	DEHA2E05852g	CAG87804	protein_coding	0	0	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
DEHA2E05874g	DEHA2E05874g	CAG87805	protein_coding	0	1	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	1	11
DEHA2E05896g	DEHA2E05896g	CAG87806	protein_coding	0	0	0	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2E05918g	DEHA2E05918g	CAG87807	protein_coding	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05940g	DEHA2E05940g	CAG87808	protein_coding	0	0	2	10	0	0	1	0	0	0	0	2	0	0	0	0	0	0	9
DEHA2E05962g	DEHA2E05962g	CAG87809	protein_coding	1	1	2	8	0	0	3	0	0	0	0	2	0	0	1	0	0	1	5
DEHA2E05984g	DEHA2E05984g	CAG87810	protein_coding	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2E06006g	DEHA2E06006g	CAR65775	protein_coding	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E06028g	DEHA2E06028g	CAG87812	protein_coding	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06050g	DEHA2E06050g	CAG87813	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E06072g	DEHA2E06072g	CAG87814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06094g	DEHA2E06094g	CAG87815	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06116g	DEHA2E06116g	CAG87816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06138g	DEHA2E06138g	CAG87817	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06160g	DEHA2E06160g	CAG87818	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06556g	DEHA2E06556g	CAG87822	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06578g	DEHA2E06578g	CAG87823	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E06600g	DEHA2E06600g	CAG87824	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06622g	DEHA2E06622g	CAG87825	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06820g	DEHA2E06820g	CAG87835	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06842g	DEHA2E06842g	CAG87836	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06864g	DEHA2E06864g	CAG87837	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06886g	DEHA2E06886g	CAG87839	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06908g	DEHA2E06908g	CAG87840	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06930g	DEHA2E06930g	CAG87841	protein_coding	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E06952g	DEHA2E06952g	CAG87842	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E06974g	DEHA2E06974g	CAG87843	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E06996g	DEHA2E06996g	CAG87844	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07018g	DEHA2E07018g	CAG87845	protein_coding	0	0	0	6	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0
DEHA2E07040g	DEHA2E07040g	CAG87846	protein_coding	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4
DEHA2E07062g	DEHA2E07062g	CAR65776	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07084g	DEHA2E07084g	CAG87848	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07106g	DEHA2E07106g	CAR65777	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07128g	DEHA2E07128g	CAR65778	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07150g	DEHA2E07150g	CAG87851	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07172g	DEHA2E07172g	CAG87852	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07194g	DEHA2E07194g	CAG87853	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07216r	DEHA2E07216r	DEHA2E07216r	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07238g	DEHA2E07238g	CAR65779	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07260g	DEHA2E07260g	CAG87856	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07282g	DEHA2E07282g	CAG87857	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07304g	DEHA2E07304g	CAG87858	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07436g	DEHA2E07436g	CAG87864	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07458g	DEHA2E07458g	CAG87865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07480g	DEHA2E07480g	CAR65780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07502g	DEHA2E07502g	CAG87867	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07524g	DEHA2E07524g	CAG87868	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07546g	DEHA2E07546g	CAR65781	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E07744g	DEHA2E07744g	CAG87878	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E07766g	DEHA2E07766g	CAR65783	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E07788g	DEHA2E07788g	CAR65784	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	0	2	4	2	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	0	1	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E07986g	DEHA2E07986g	CAR65785	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08008g	DEHA2E08008g	CAG87890	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08030g	DEHA2E08030g	CAG87891	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08052g	DEHA2E08052g	CAG87892	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08074g	DEHA2E08074g	CAG87893	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08096g	DEHA2E08096g	CAG87894	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08118g	DEHA2E08118g	CAR65786	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08140g	DEHA2E08140g	CAG87896	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08162g	DEHA2E08162g	CAG87897	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08338g	DEHA2E08338g	CAG87904	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08360g	DEHA2E08360g	CAG87905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08382g	DEHA2E08382g	CAG87906	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08404g	DEHA2E08404g	CAG87909	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08426g	DEHA2E08426g	CAR65788	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08448g	DEHA2E08448g	CAG87910	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08470g	DEHA2E08470g	CAR65789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08514g	DEHA2E08514g	CAG87913	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08536g	DEHA2E08536g	CAG87914	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08558g	DEHA2E08558g	CAG87915	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08580g	DEHA2E08580g	CAG87916	protein_coding	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
DEHA2E08602g	DEHA2E08602g	CAG87917	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08624g	DEHA2E08624g	CAG87918	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08646g	DEHA2E08646g	CAG87919	protein_coding	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E08668g	DEHA2E08668g	CAG87920	protein_coding	0	0	0	15	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08690g	DEHA2E08690g	CAG87921	protein_coding	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E08712g	DEHA2E08712g	CAG87922	protein_coding	0	10	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0
DEHA2E08734g	DEHA2E08734g	CAG87923	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E08756g	DEHA2E08756g	CAG87924	protein_coding	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E08778g	DEHA2E08778g	CAG87925	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08800g	DEHA2E08800g	CAG87926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08822g	DEHA2E08822g	CAG87927	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E08844r	DEHA2E08844r	DEHA2E08844r	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08866g	DEHA2E08866g	CAG87928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08888g	DEHA2E08888g	CAR65790	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08910g	DEHA2E08910g	CAG87931	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08932g	DEHA2E08932g	CAG87932	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E08954g	DEHA2E08954g	CAG87933	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E08976g	DEHA2E08976g	CAG87934	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08998g	DEHA2E08998g	CAG87935	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09064g	DEHA2E09064g	CAG87938	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09086g	DEHA2E09086g	CAR65792	protein_coding	0	0	4	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0
DEHA2E09108g	DEHA2E09108g	CAG87940	protein_coding	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09130g	DEHA2E09130g	CAG87941	protein_coding	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09152g	DEHA2E09152g	CAG87942	protein_coding	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09174g	DEHA2E09174g	CAG87943	protein_coding	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
DEHA2E09196g	DEHA2E09196g	CAG87944	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E09218g	DEHA2E09218g	CAG87945	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09240g	DEHA2E09240g	CAG87946	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09262g	DEHA2E09262g	CAG87947	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09284g	DEHA2E09284g	CAR65793	protein_coding	0	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9
DEHA2E09306g	DEHA2E09306g	CAG87949	protein_coding	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09328g	DEHA2E09328g	CAG87950	protein_coding	0	4	4	2	0	0	1	0	0	0	0	4	0	0	0	0	0	4	1
DEHA2E09350g	DEHA2E09350g	CAG87951	protein_coding	0	0	1	8	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E09372g	DEHA2E09372g	CAG87952	protein_coding	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09394g	DEHA2E09394g	CAR65794	protein_coding	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
