# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2C03850g	DEHA2C03850g	CAG85894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03872g	DEHA2C03872g	CAG85895	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C03894g	DEHA2C03894g	CAG85896	protein_coding	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	28
DEHA2C03916g	DEHA2C03916g	CAR65533	protein_coding	1	9	7	12	0	1	0	0	0	7	0	1	0	0	9	12
DEHA2C03938g	DEHA2C03938g	CAG85900	protein_coding	0	2	1	25	25	0	0	0	0	1	0	0	0	0	2	0
DEHA2C03960g	DEHA2C03960g	CAG85901	protein_coding	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03982g	DEHA2C03982g	CAG85902	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C04488g	DEHA2C04488g	CAG85926	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04510g	DEHA2C04510g	CAG85927	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04532g	DEHA2C04532g	CAG85928	protein_coding	0	0	1	17	17	0	0	0	0	1	0	0	0	0	0	0
DEHA2C04554g	DEHA2C04554g	CAG85929	protein_coding	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04576g	DEHA2C04576g	CAR65534	protein_coding	1	6	1	10	0	1	0	0	0	1	0	0	0	0	6	10
DEHA2C04598g	DEHA2C04598g	CAG85936	protein_coding	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04620g	DEHA2C04620g	CAG85937	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C04642g	DEHA2C04642g	CAG85938	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04664g	DEHA2C04664g	CAG85939	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06270g	DEHA2C06270g	CAG86016	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06292g	DEHA2C06292g	CAG86017	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2C06314g	DEHA2C06314g	CAR65546	protein_coding	0	8	8	0	0	0	0	0	0	8	0	0	0	0	8	0
DEHA2C06336g	DEHA2C06336g	CAG86020	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06358g	DEHA2C06358g	CAG86021	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06600g	DEHA2C06600g	CAG86030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06622g	DEHA2C06622g	CAG86031	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06644g	DEHA2C06644g	CAG86032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06666g	DEHA2C06666g	CAG86033	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06688g	DEHA2C06688g	CAG86034	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C06710g	DEHA2C06710g	CAG86035	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06732r	DEHA2C06732r	DEHA2C06732r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06754r	DEHA2C06754r	DEHA2C06754r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06776g	DEHA2C06776g	CAG86036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06798g	DEHA2C06798g	CAR65547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07106g	DEHA2C07106g	CAG86049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07128g	DEHA2C07128g	CAG86050	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07150g	DEHA2C07150g	CAG86051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07172g	DEHA2C07172g	CAG86052	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07480g	DEHA2C07480g	CAR65548	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07502g	DEHA2C07502g	CAG86067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07524g	DEHA2C07524g	CAG86068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07546g	DEHA2C07546g	CAG86069	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C07568g	DEHA2C07568g	CAG86070	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07590g	DEHA2C07590g	CAG86071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07612g	DEHA2C07612g	CAG86072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07634g	DEHA2C07634g	CAG86073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08294g	DEHA2C08294g	CAG86104	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08316g	DEHA2C08316g	CAG86106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08338g	DEHA2C08338g	CAG86107	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08360g	DEHA2C08360g	CAG86108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08382g	DEHA2C08382g	CAG86109	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08404g	DEHA2C08404g	CAG86110	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08426g	DEHA2C08426g	CAG86111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08712g	DEHA2C08712g	CAG86124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08734g	DEHA2C08734g	CAG86125	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08756g	DEHA2C08756g	CAG86126	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C08778g	DEHA2C08778g	CAG86127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C10340g	DEHA2C10340g	CAG86203	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10362g	DEHA2C10362g	CAG86204	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10384g	DEHA2C10384g	CAG86205	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10406g	DEHA2C10406g	CAG86206	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10428g	DEHA2C10428g	CAG86207	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10450g	DEHA2C10450g	CAR65557	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10714g	DEHA2C10714g	CAG86220	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10736g	DEHA2C10736g	CAG86221	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10758g	DEHA2C10758g	CAG86222	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10780r	DEHA2C10780r	DEHA2C10780r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10802g	DEHA2C10802g	CAG86223	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10824g	DEHA2C10824g	CAG86224	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10846g	DEHA2C10846g	CAG86225	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10868g	DEHA2C10868g	CAG86226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10890g	DEHA2C10890g	CAG86227	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10912g	DEHA2C10912g	CAG86228	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11044g	DEHA2C11044g	CAG86234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11066g	DEHA2C11066g	CAG86235	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11088g	DEHA2C11088g	CAG86236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11110g	DEHA2C11110g	CAR65559	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11484g	DEHA2C11484g	CAR65561	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11506g	DEHA2C11506g	CAG86250	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11528g	DEHA2C11528g	CAG86251	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11550g	DEHA2C11550g	CAG86252	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C11572g	DEHA2C11572g	CAG86253	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11594g	DEHA2C11594g	CAG86254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11968g	DEHA2C11968g	CAG86272	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11990g	DEHA2C11990g	CAG86273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12012g	DEHA2C12012g	CAG86274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12034g	DEHA2C12034g	CAG86275	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C12056g	DEHA2C12056g	CAG86276	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C12078g	DEHA2C12078g	CAR65563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12100g	DEHA2C12100g	CAG86278	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C12694g	DEHA2C12694g	CAR65569	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C12716g	DEHA2C12716g	CAG86304	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C12738g	DEHA2C12738g	CAG86305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12760g	DEHA2C12760g	CAG86306	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C12782g	DEHA2C12782g	CAR65570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13046g	DEHA2C13046g	CAG86319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13068g	DEHA2C13068g	CAG86320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13090g	DEHA2C13090g	CAG86321	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13112g	DEHA2C13112g	CAG86322	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13134g	DEHA2C13134g	CAG86323	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13156g	DEHA2C13156g	CAR65571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13178g	DEHA2C13178g	CAG86327	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13464g	DEHA2C13464g	CAG86341	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13486g	DEHA2C13486g	CAG86342	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13508g	DEHA2C13508g	CAR65573	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
DEHA2C13541g1	DEHA2C13541g1	CAR65574	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C13541g2	DEHA2C13541g2	CAR65575	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C14058g	DEHA2C14058g	CAG86368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14080g	DEHA2C14080g	CAG86369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14102g	DEHA2C14102g	CAG86370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14124g	DEHA2C14124g	CAG86372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14146g	DEHA2C14146g	CAG86373	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C15004g	DEHA2C15004g	CAG86416	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C15026g	DEHA2C15026g	CAG86417	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15048g	DEHA2C15048g	CAG86418	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0
DEHA2C15070g	DEHA2C15070g	CAG86419	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15092g	DEHA2C15092g	CAG86420	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15114g	DEHA2C15114g	CAG86421	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15312g	DEHA2C15312g	CAR65585	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15334g	DEHA2C15334g	CAG86433	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C15356g	DEHA2C15356g	CAG86434	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15378g	DEHA2C15378g	CAG86435	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C16456g	DEHA2C16456g	CAG86485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16478g	DEHA2C16478g	CAG86486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16500g	DEHA2C16500g	CAG86487	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16522r	DEHA2C16522r	DEHA2C16522r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C16544g	DEHA2C16544g	CAG86488	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C16566g	DEHA2C16566g	CAG86489	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C16588g	DEHA2C16588g	CAG86490	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C16610g	DEHA2C16610g	CAG86491	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16764g	DEHA2C16764g	CAG86499	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C16786g	DEHA2C16786g	CAG86500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16808g	DEHA2C16808g	CAR65591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16830g	DEHA2C16830g	CAG86502	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C16852g	DEHA2C16852g	CAG86503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C17424g	DEHA2C17424g	CAG86531	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C17446g	DEHA2C17446g	CAG86532	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C17468g	DEHA2C17468g	CAG86533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C17490g	DEHA2C17490g	CAG86534	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C17908g	DEHA2C17908g	CAR65600	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2C17930g	DEHA2C17930g	CAR65601	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D00110g	DEHA2D00110g	CAG86557	protein_coding	0	0	0	64	1	0	0	0	0	0	0	0	0	0	0	63
DEHA2D00132g	DEHA2D00132g	CAR65602	protein_coding	0	35	35	13	9	0	0	0	0	35	0	0	0	0	35	4
DEHA2D00154g	DEHA2D00154g	CAG86559	protein_coding	0	0	0	87	15	0	0	0	0	0	0	0	0	0	0	72
DEHA2D00176g	DEHA2D00176g	CAG86560	protein_coding	0	0	0	90	72	0	0	0	0	0	0	0	0	0	0	18
DEHA2D00198g	DEHA2D00198g	CAG86561	protein_coding	0	0	0	79	56	0	0	0	0	0	0	0	0	0	0	23
DEHA2D00220g	DEHA2D00220g	CAR65603	protein_coding	0	0	0	64	34	0	0	0	0	0	0	0	0	0	0	30
DEHA2D00242g	DEHA2D00242g	CAG86562	protein_coding	0	0	0	56	24	0	0	0	0	0	0	0	0	0	0	32
DEHA2D00264g	DEHA2D00264g	CAG86577	protein_coding	0	0	0	43	28	0	0	0	0	0	0	0	0	0	0	15
DEHA2D00286g	DEHA2D00286g	CAG86578	protein_coding	0	0	1	58	36	0	0	0	0	1	0	0	0	0	0	22
DEHA2D00308g	DEHA2D00308g	CAG86579	protein_coding	1	3	2	70	14	0	0	0	0	2	0	0	1	0	3	56
DEHA2D00330g	DEHA2D00330g	CAG86580	protein_coding	0	3	2	68	48	0	0	0	0	2	0	0	0	0	3	20
DEHA2D00352g	DEHA2D00352g	CAG86581	protein_coding	1	1	4	78	55	0	0	0	0	4	0	1	0	0	1	23
DEHA2D00374g	DEHA2D00374g	CAG86582	protein_coding	0	16	4	38	0	0	0	0	0	4	0	0	0	0	16	38
DEHA2D00396g	DEHA2D00396g	CAG86583	protein_coding	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	35
DEHA2D00418g	DEHA2D00418g	CAG86584	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	27
DEHA2D00440g	DEHA2D00440g	CAR65604	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	24
DEHA2D00462g	DEHA2D00462g	CAG86593	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2D00484g	DEHA2D00484g	CAG86594	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2D00506g	DEHA2D00506g	CAR65605	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0
DEHA2D00528g	DEHA2D00528g	CAG86602	protein_coding	0	0	0	29	13	0	0	0	0	0	0	0	0	0	0	16
DEHA2D00550g	DEHA2D00550g	CAG86603	protein_coding	0	0	0	31	18	0	0	0	0	0	0	0	0	0	0	13
DEHA2D00572g	DEHA2D00572g	CAR65606	protein_coding	0	0	0	22	18	0	0	0	0	0	0	0	0	0	0	4
DEHA2D00594g	DEHA2D00594g	CAG86607	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18
DEHA2D00616g	DEHA2D00616g	CAG86608	protein_coding	0	0	0	22	22	0	0	0	0	0	0	0	0	0	0	0
DEHA2D00638g	DEHA2D00638g	CAG86609	protein_coding	0	2	2	22	0	0	0	0	0	2	0	0	0	0	2	22
DEHA2D00660g	DEHA2D00660g	CAG86610	protein_coding	0	0	0	37	19	0	0	0	0	0	0	0	0	0	0	18
DEHA2D00682g	DEHA2D00682g	CAG86611	protein_coding	0	3	3	31	18	0	0	0	0	3	0	0	0	0	3	13
DEHA2D00704g	DEHA2D00704g	CAG86612	protein_coding	0	6	7	24	24	0	0	0	0	7	0	0	0	0	6	0
DEHA2D00726g	DEHA2D00726g	CAG86613	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2D01298g	DEHA2D01298g	CAG86653	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D01320g	DEHA2D01320g	CAG86654	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2D01342g	DEHA2D01342g	CAG86655	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2D01364g	DEHA2D01364g	CAG86656	protein_coding	1	1	9	0	0	0	0	0	0	9	0	0	1	0	1	0
DEHA2D01386g	DEHA2D01386g	CAG86660	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2D01408g	DEHA2D01408g	CAG86661	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02024g	DEHA2D02024g	CAG86687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02046g	DEHA2D02046g	CAG86688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02068g	DEHA2D02068g	CAG86689	protein_coding	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
DEHA2D02090g	DEHA2D02090g	CAG86690	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02112g	DEHA2D02112g	CAG86691	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02134g	DEHA2D02134g	CAG86692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D03366g	DEHA2D03366g	CAG86750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D03388g	DEHA2D03388g	CAG86751	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D03410g	DEHA2D03410g	CAG86752	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D03432g	DEHA2D03432g	CAR65612	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D03454g	DEHA2D03454g	CAR65613	protein_coding	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	4
DEHA2D03476g	DEHA2D03476g	CAR65614	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	1
DEHA2D03498g	DEHA2D03498g	CAG86756	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D03520g	DEHA2D03520g	CAG86757	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2D03542g	DEHA2D03542g	CAG86758	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2D04422g	DEHA2D04422g	CAG86798	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04444g	DEHA2D04444g	CAG86799	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04466g	DEHA2D04466g	CAG86800	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04488g	DEHA2D04488g	CAG86801	protein_coding	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
DEHA2D04510g	DEHA2D04510g	CAG86802	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2D05808g	DEHA2D05808g	CAG86861	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0
DEHA2D05830g	DEHA2D05830g	CAR65623	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06061g	DEHA2D06061g	CAR65624	protein_coding	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	15
DEHA2D06204g	DEHA2D06204g	CAG86872	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06226g	DEHA2D06226g	CAG86873	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06248r	DEHA2D06248r	DEHA2D06248r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D06270g	DEHA2D06270g	CAG86874	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D06292g	DEHA2D06292g	CAG86875	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06314g	DEHA2D06314g	CAG86876	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D06336g	DEHA2D06336g	CAG86877	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D06358g	DEHA2D06358g	CAG86878	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D07084g	DEHA2D07084g	CAG86914	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D07106g	DEHA2D07106g	CAR65628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D07128g	DEHA2D07128g	CAR65629	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D07150r	DEHA2D07150r	DEHA2D07150r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D07172g	DEHA2D07172g	CAR65630	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D07194g	DEHA2D07194g	CAG86918	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2D07216g	DEHA2D07216g	CAG86919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D07238g	DEHA2D07238g	CAR65631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D08514g	DEHA2D08514g	CAG86977	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08536g	DEHA2D08536g	CAG86978	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
