# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2E02178g	DEHA2E02178g	CAG87639	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2E02200g	DEHA2E02200g	CAG87640	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02222g	DEHA2E02222g	CAR65742	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02244g	DEHA2E02244g	CAR65743	protein_coding	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E02266g	DEHA2E02266g	CAG87645	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02288g	DEHA2E02288g	CAG87646	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02310r	DEHA2E02310r	DEHA2E02310r	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E02332g	DEHA2E02332g	CAG87648	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E03850g	DEHA2E03850g	CAR65753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03872g	DEHA2E03872g	CAR65754	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E03894g	DEHA2E03894g	CAG87711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03916g	DEHA2E03916g	CAR65755	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E03938g	DEHA2E03938g	CAR65756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E03960g	DEHA2E03960g	CAG87714	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04268g	DEHA2E04268g	CAG87732	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04290g	DEHA2E04290g	CAG87733	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E04312g	DEHA2E04312g	CAG87734	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E04334g	DEHA2E04334g	CAR65761	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DEHA2E04356g	DEHA2E04356g	CAR65762	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04378g	DEHA2E04378g	CAG87736	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E04400g	DEHA2E04400g	CAG87737	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4
DEHA2E04422g	DEHA2E04422g	CAG87738	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E04444g	DEHA2E04444g	CAG87739	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04752g	DEHA2E04752g	CAG87753	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E04774g	DEHA2E04774g	CAG87754	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E04796g	DEHA2E04796g	CAG87755	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04818r	DEHA2E04818r	DEHA2E04818r	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04840g	DEHA2E04840g	CAG87756	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2E04862g	DEHA2E04862g	CAR65765	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04884g	DEHA2E04884g	CAG87759	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E04950g	DEHA2E04950g	CAR65767	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E04972g	DEHA2E04972g	CAR65768	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E04994g	DEHA2E04994g	CAR65769	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2E05016g	DEHA2E05016g	CAG87765	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E05038g	DEHA2E05038g	CAG87766	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E05060g	DEHA2E05060g	CAG87767	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05412g	DEHA2E05412g	CAG87781	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05434g	DEHA2E05434g	CAG87782	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05456g	DEHA2E05456g	CAG87783	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05478g	DEHA2E05478g	CAG87784	protein_coding	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
DEHA2E05500g	DEHA2E05500g	CAG87785	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E05522g	DEHA2E05522g	CAG87786	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E05544g	DEHA2E05544g	CAG87787	protein_coding	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05566g	DEHA2E05566g	CAG87788	protein_coding	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E05588g	DEHA2E05588g	CAG87789	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05610g	DEHA2E05610g	CAG87790	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E05632g	DEHA2E05632g	CAR65774	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E05830g	DEHA2E05830g	CAG87803	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E05852g	DEHA2E05852g	CAG87804	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E05874g	DEHA2E05874g	CAG87805	protein_coding	0	1	2	7	0	0	0	0	0	0	2	0	0	0	0	0	1	7
DEHA2E05896g	DEHA2E05896g	CAG87806	protein_coding	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E05918g	DEHA2E05918g	CAG87807	protein_coding	0	0	1	9	0	6	0	0	0	0	1	0	0	0	0	0	0	3
DEHA2E05940g	DEHA2E05940g	CAG87808	protein_coding	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E05962g	DEHA2E05962g	CAG87809	protein_coding	1	1	2	6	0	1	0	0	0	0	2	0	0	1	0	0	1	5
DEHA2E05984g	DEHA2E05984g	CAG87810	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E06006g	DEHA2E06006g	CAR65775	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E06028g	DEHA2E06028g	CAG87812	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06556g	DEHA2E06556g	CAG87822	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06578g	DEHA2E06578g	CAG87823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E06600g	DEHA2E06600g	CAG87824	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06798g	DEHA2E06798g	CAG87834	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E06820g	DEHA2E06820g	CAG87835	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E06842g	DEHA2E06842g	CAG87836	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2E06864g	DEHA2E06864g	CAG87837	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E06930g	DEHA2E06930g	CAG87841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E06952g	DEHA2E06952g	CAG87842	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E06974g	DEHA2E06974g	CAG87843	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E06996g	DEHA2E06996g	CAG87844	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07018g	DEHA2E07018g	CAG87845	protein_coding	0	0	0	5	0	3	0	0	0	2	0	0	0	0	0	0	0	0
DEHA2E07040g	DEHA2E07040g	CAG87846	protein_coding	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0	0	1	2
DEHA2E07062g	DEHA2E07062g	CAR65776	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07084g	DEHA2E07084g	CAG87848	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E07106g	DEHA2E07106g	CAR65777	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07128g	DEHA2E07128g	CAR65778	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E07744g	DEHA2E07744g	CAG87878	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E07766g	DEHA2E07766g	CAR65783	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E07788g	DEHA2E07788g	CAR65784	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2E07810g	DEHA2E07810g	CAG87880	protein_coding	0	2	7	7	0	7	0	0	0	0	7	0	0	0	0	0	2	0
DEHA2E07832g	DEHA2E07832g	CAG87881	protein_coding	0	1	6	9	0	0	0	0	0	0	6	0	0	0	0	0	1	9
DEHA2E07854g	DEHA2E07854g	CAG87882	protein_coding	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07876g	DEHA2E07876g	CAG87883	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E07898g	DEHA2E07898g	CAG87884	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E07986g	DEHA2E07986g	CAR65785	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08008g	DEHA2E08008g	CAG87890	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E08030g	DEHA2E08030g	CAG87891	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08052g	DEHA2E08052g	CAG87892	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E08074g	DEHA2E08074g	CAG87893	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2E08096g	DEHA2E08096g	CAG87894	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08118g	DEHA2E08118g	CAR65786	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08140g	DEHA2E08140g	CAG87896	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08162g	DEHA2E08162g	CAG87897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08580g	DEHA2E08580g	CAG87916	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08602g	DEHA2E08602g	CAG87917	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E08624g	DEHA2E08624g	CAG87918	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E08646g	DEHA2E08646g	CAG87919	protein_coding	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08668g	DEHA2E08668g	CAG87920	protein_coding	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E08690g	DEHA2E08690g	CAG87921	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E08712g	DEHA2E08712g	CAG87922	protein_coding	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
DEHA2E08734g	DEHA2E08734g	CAG87923	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E08756g	DEHA2E08756g	CAG87924	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2E09064g	DEHA2E09064g	CAG87938	protein_coding	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09086g	DEHA2E09086g	CAR65792	protein_coding	0	2	9	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0
DEHA2E09108g	DEHA2E09108g	CAG87940	protein_coding	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09130g	DEHA2E09130g	CAG87941	protein_coding	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09152g	DEHA2E09152g	CAG87942	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2E09174g	DEHA2E09174g	CAG87943	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E09196g	DEHA2E09196g	CAG87944	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E09218g	DEHA2E09218g	CAG87945	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E09240g	DEHA2E09240g	CAG87946	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2E09262g	DEHA2E09262g	CAG87947	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E09284g	DEHA2E09284g	CAR65793	protein_coding	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E09306g	DEHA2E09306g	CAG87949	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09328g	DEHA2E09328g	CAG87950	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E09350g	DEHA2E09350g	CAG87951	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09372g	DEHA2E09372g	CAG87952	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09394g	DEHA2E09394g	CAR65794	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09416g	DEHA2E09416g	CAR65795	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09438g	DEHA2E09438g	CAR65796	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E09460g	DEHA2E09460g	CAG87953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E10912g	DEHA2E10912g	CAG88021	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10934g	DEHA2E10934g	CAG88022	protein_coding	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E10956g	DEHA2E10956g	CAG88023	protein_coding	0	0	3	15	0	15	0	0	0	0	3	0	0	0	0	0	0	0
DEHA2E10978g	DEHA2E10978g	CAG88024	protein_coding	0	3	12	3	0	0	0	0	0	0	12	0	0	0	0	0	3	3
DEHA2E11000g	DEHA2E11000g	CAG88025	protein_coding	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11022g	DEHA2E11022g	CAG88026	protein_coding	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11814g	DEHA2E11814g	CAG88061	protein_coding	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11836g	DEHA2E11836g	CAG88062	protein_coding	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11858g	DEHA2E11858g	CAG88063	protein_coding	0	2	7	1	0	1	0	0	0	0	7	0	0	0	0	0	2	0
DEHA2E11880g	DEHA2E11880g	CAG88064	protein_coding	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E11902g	DEHA2E11902g	CAR65806	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2E11924g	DEHA2E11924g	CAG88065	protein_coding	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11946g	DEHA2E11946g	CAG88066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E11968g	DEHA2E11968g	CAG88067	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E11990g	DEHA2E11990g	CAG88068	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12012g	DEHA2E12012g	CAG88069	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12034g	DEHA2E12034g	CAR65807	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12056g	DEHA2E12056g	CAG88070	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12078g	DEHA2E12078g	CAG88071	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E12100r	DEHA2E12100r	DEHA2E12100r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12122g	DEHA2E12122g	CAG88072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12144g	DEHA2E12144g	CAG88073	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12166g	DEHA2E12166g	CAG88074	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12188g	DEHA2E12188g	CAG88075	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12210g	DEHA2E12210g	CAG88076	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E12232g	DEHA2E12232g	CAG88077	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E12254g	DEHA2E12254g	CAG88078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E12276g	DEHA2E12276g	CAG88079	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13706g	DEHA2E13706g	CAR65823	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13728g	DEHA2E13728g	CAG88144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E13750g	DEHA2E13750g	CAG88145	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13772g	DEHA2E13772g	CAR65824	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13794g	DEHA2E13794g	CAG88147	protein_coding	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2E13816g	DEHA2E13816g	CAG88148	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13838g	DEHA2E13838g	CAG88149	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13860g	DEHA2E13860g	CAG88150	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2E13882g	DEHA2E13882g	CAG88151	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13904g	DEHA2E13904g	CAG88152	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13926g	DEHA2E13926g	CAG88153	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E13948g	DEHA2E13948g	CAG88154	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E13970g	DEHA2E13970g	CAG88155	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14168g	DEHA2E14168g	CAG88163	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14190g	DEHA2E14190g	CAG88164	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14212g	DEHA2E14212g	CAG88165	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2E14234g	DEHA2E14234g	CAG88168	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14256g	DEHA2E14256g	CAG88169	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14388g	DEHA2E14388g	CAG88175	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2E14410g	DEHA2E14410g	CAG88176	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14432g	DEHA2E14432g	CAG88177	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2E14454g	DEHA2E14454g	CAG88178	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14476g	DEHA2E14476g	CAG88179	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E14586g	DEHA2E14586g	CAR65826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E14608g	DEHA2E14608g	CAG88185	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3
DEHA2E14630g	DEHA2E14630g	CAR65827	protein_coding	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E14652g	DEHA2E14652g	CAR65828	protein_coding	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1
DEHA2E14674g	DEHA2E14674g	CAG88188	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E14696g	DEHA2E14696g	CAG88189	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2E15510g	DEHA2E15510g	CAR65832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15532r	DEHA2E15532r	DEHA2E15532r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15554r	DEHA2E15554r	DEHA2E15554r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15576g	DEHA2E15576g	CAG88230	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15598g	DEHA2E15598g	CAG88232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15620g	DEHA2E15620g	CAR65833	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E15642r	DEHA2E15642r	DEHA2E15642r	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2E15664g	DEHA2E15664g	CAG88237	protein_coding	0	2	4	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0
DEHA2E15686g	DEHA2E15686g	CAG88238	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15708g	DEHA2E15708g	CAG88239	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15730g	DEHA2E15730g	CAG88240	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15752g	DEHA2E15752g	CAG88241	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15840g	DEHA2E15840g	CAR65834	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15862g	DEHA2E15862g	CAG88244	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15884g	DEHA2E15884g	CAG88246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E15906g	DEHA2E15906g	CAG88247	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E15928g	DEHA2E15928g	CAR65835	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16412g	DEHA2E16412g	CAG88268	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16434g	DEHA2E16434g	CAG88269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16456g	DEHA2E16456g	CAG88270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16478g	DEHA2E16478g	CAG88271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16500g	DEHA2E16500g	CAG88272	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2E16522g	DEHA2E16522g	CAG88273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2E16544g	DEHA2E16544g	CAR65836	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2E16566g	DEHA2E16566g	CAR65837	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0
