# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2C03630g	DEHA2C03630g	CAG85884	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DEHA2C03652g	DEHA2C03652g	CAG85885	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03674g	DEHA2C03674g	CAG85886	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03696g	DEHA2C03696g	CAG85887	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03850g	DEHA2C03850g	CAG85894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03872g	DEHA2C03872g	CAG85895	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2C03894g	DEHA2C03894g	CAG85896	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	22
DEHA2C03916g	DEHA2C03916g	CAR65533	protein_coding	0	7	7	13	0	0	0	0	0	7	0	0	0	0	0	7	13
DEHA2C03938g	DEHA2C03938g	CAG85900	protein_coding	0	4	2	21	19	0	0	0	0	2	0	0	0	0	0	4	2
DEHA2C03960g	DEHA2C03960g	CAG85901	protein_coding	0	0	0	27	27	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03982g	DEHA2C03982g	CAG85902	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2C04004g	DEHA2C04004g	CAG85903	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C04026g	DEHA2C04026g	CAG85904	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C04048g	DEHA2C04048g	CAG85905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04070g	DEHA2C04070g	CAG85906	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04092g	DEHA2C04092g	CAG85907	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04488g	DEHA2C04488g	CAG85926	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04510g	DEHA2C04510g	CAG85927	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04532g	DEHA2C04532g	CAG85928	protein_coding	0	0	1	16	16	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C04554g	DEHA2C04554g	CAG85929	protein_coding	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04576g	DEHA2C04576g	CAR65534	protein_coding	1	6	1	9	0	1	0	0	0	1	0	0	0	0	0	6	9
DEHA2C04598g	DEHA2C04598g	CAG85936	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04620g	DEHA2C04620g	CAG85937	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2C04642g	DEHA2C04642g	CAG85938	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04664g	DEHA2C04664g	CAG85939	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05808g	DEHA2C05808g	CAG85995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C05830g	DEHA2C05830g	CAG85996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C05852g	DEHA2C05852g	CAG85998	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05874g	DEHA2C05874g	CAG85999	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06270g	DEHA2C06270g	CAG86016	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06292g	DEHA2C06292g	CAG86017	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
DEHA2C06314g	DEHA2C06314g	CAR65546	protein_coding	0	6	6	0	0	0	0	0	0	6	0	0	0	0	0	6	0
DEHA2C06336g	DEHA2C06336g	CAG86020	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06358g	DEHA2C06358g	CAG86021	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07106g	DEHA2C07106g	CAG86049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07128g	DEHA2C07128g	CAG86050	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07150g	DEHA2C07150g	CAG86051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07172g	DEHA2C07172g	CAG86052	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07458g	DEHA2C07458g	CAG86064	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07480g	DEHA2C07480g	CAR65548	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C07502g	DEHA2C07502g	CAG86067	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08712g	DEHA2C08712g	CAG86124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08734g	DEHA2C08734g	CAG86125	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08756g	DEHA2C08756g	CAG86126	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C08778g	DEHA2C08778g	CAG86127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08998g	DEHA2C08998g	CAG86139	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09020g	DEHA2C09020g	CAG86140	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09042g	DEHA2C09042g	CAG86141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09064g	DEHA2C09064g	CAG86142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09086g	DEHA2C09086g	CAG86143	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09108g	DEHA2C09108g	CAG86144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09834g	DEHA2C09834g	CAG86182	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09856g	DEHA2C09856g	CAG86183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09878g	DEHA2C09878g	CAG86184	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09900g	DEHA2C09900g	CAR65556	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09922g	DEHA2C09922g	CAG86187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09944r	DEHA2C09944r	DEHA2C09944r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09966g	DEHA2C09966g	CAG86188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09988g	DEHA2C09988g	CAG86189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C10010g	DEHA2C10010g	CAG86190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C10340g	DEHA2C10340g	CAG86203	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10362g	DEHA2C10362g	CAG86204	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10384g	DEHA2C10384g	CAG86205	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10406g	DEHA2C10406g	CAG86206	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10428g	DEHA2C10428g	CAG86207	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10450g	DEHA2C10450g	CAR65557	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10714g	DEHA2C10714g	CAG86220	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10736g	DEHA2C10736g	CAG86221	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10758g	DEHA2C10758g	CAG86222	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10780r	DEHA2C10780r	DEHA2C10780r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10802g	DEHA2C10802g	CAG86223	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10824g	DEHA2C10824g	CAG86224	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10846g	DEHA2C10846g	CAG86225	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10868g	DEHA2C10868g	CAG86226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10890g	DEHA2C10890g	CAG86227	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10912g	DEHA2C10912g	CAG86228	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11286g	DEHA2C11286g	CAR65560	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11352g	DEHA2C11352g	CAG86242	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C11484g	DEHA2C11484g	CAR65561	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11506g	DEHA2C11506g	CAG86250	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11528g	DEHA2C11528g	CAG86251	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11550g	DEHA2C11550g	CAG86252	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C11572g	DEHA2C11572g	CAG86253	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11594g	DEHA2C11594g	CAG86254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C11968g	DEHA2C11968g	CAG86272	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C11990g	DEHA2C11990g	CAG86273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12012g	DEHA2C12012g	CAG86274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12034g	DEHA2C12034g	CAG86275	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C12056g	DEHA2C12056g	CAG86276	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C12078g	DEHA2C12078g	CAR65563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C12100g	DEHA2C12100g	CAG86278	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13090g	DEHA2C13090g	CAG86321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13112g	DEHA2C13112g	CAG86322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13134g	DEHA2C13134g	CAG86323	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13156g	DEHA2C13156g	CAR65571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C13178g	DEHA2C13178g	CAG86327	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13464g	DEHA2C13464g	CAG86341	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13486g	DEHA2C13486g	CAG86342	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C13508g	DEHA2C13508g	CAR65573	protein_coding	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0
DEHA2C13541g1	DEHA2C13541g1	CAR65574	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C13541g2	DEHA2C13541g2	CAR65575	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C14058g	DEHA2C14058g	CAG86368	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C14080g	DEHA2C14080g	CAG86369	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C14102g	DEHA2C14102g	CAG86370	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C14124g	DEHA2C14124g	CAG86372	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C14146g	DEHA2C14146g	CAG86373	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C14344g	DEHA2C14344g	CAG86384	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14366g	DEHA2C14366g	CAG86385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14388g	DEHA2C14388g	CAG86386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14410r	DEHA2C14410r	DEHA2C14410r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C14432g	DEHA2C14432g	CAG86387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14454g	DEHA2C14454g	CAG86388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14476g	DEHA2C14476g	CAG86389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C14498g	DEHA2C14498g	CAG86390	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C14520g	DEHA2C14520g	CAR65580	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15004g	DEHA2C15004g	CAG86416	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C15026g	DEHA2C15026g	CAG86417	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15048g	DEHA2C15048g	CAG86418	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2C15070g	DEHA2C15070g	CAG86419	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15092g	DEHA2C15092g	CAG86420	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C15114g	DEHA2C15114g	CAG86421	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C17908g	DEHA2C17908g	CAR65600	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C17930g	DEHA2C17930g	CAR65601	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2D00110g	DEHA2D00110g	CAG86557	protein_coding	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	59
DEHA2D00132g	DEHA2D00132g	CAR65602	protein_coding	0	32	32	11	9	0	0	0	0	32	0	0	0	0	0	32	2
DEHA2D00154g	DEHA2D00154g	CAG86559	protein_coding	0	0	0	79	14	0	0	0	0	0	0	0	0	0	0	0	65
DEHA2D00176g	DEHA2D00176g	CAG86560	protein_coding	0	0	0	82	65	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2D00198g	DEHA2D00198g	CAG86561	protein_coding	0	0	0	72	50	0	0	0	0	0	0	0	0	0	0	0	22
DEHA2D00220g	DEHA2D00220g	CAR65603	protein_coding	0	0	0	57	28	0	0	0	0	0	0	0	0	0	0	0	29
DEHA2D00242g	DEHA2D00242g	CAG86562	protein_coding	0	0	0	47	18	0	0	0	0	0	0	0	0	0	0	0	29
DEHA2D00264g	DEHA2D00264g	CAG86577	protein_coding	0	0	0	36	23	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2D00286g	DEHA2D00286g	CAG86578	protein_coding	0	0	1	51	35	0	0	0	0	1	0	0	0	0	0	0	16
DEHA2D00308g	DEHA2D00308g	CAG86579	protein_coding	1	3	2	60	8	0	0	0	0	2	0	0	1	0	0	3	52
DEHA2D00330g	DEHA2D00330g	CAG86580	protein_coding	0	3	2	59	41	0	0	0	0	2	0	0	0	0	0	3	18
DEHA2D00352g	DEHA2D00352g	CAG86581	protein_coding	0	0	7	72	49	0	0	0	0	7	0	0	0	0	0	0	23
DEHA2D00374g	DEHA2D00374g	CAG86582	protein_coding	0	17	4	33	1	0	0	0	0	4	0	0	0	0	0	17	32
DEHA2D00396g	DEHA2D00396g	CAG86583	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	33
DEHA2D00418g	DEHA2D00418g	CAG86584	protein_coding	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	29
DEHA2D00440g	DEHA2D00440g	CAR65604	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
DEHA2D00462g	DEHA2D00462g	CAG86593	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D00484g	DEHA2D00484g	CAG86594	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D00506g	DEHA2D00506g	CAR65605	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D00528g	DEHA2D00528g	CAG86602	protein_coding	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2D00550g	DEHA2D00550g	CAG86603	protein_coding	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2D00572g	DEHA2D00572g	CAR65606	protein_coding	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D00594g	DEHA2D00594g	CAG86607	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15
DEHA2D00616g	DEHA2D00616g	CAG86608	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D00638g	DEHA2D00638g	CAG86609	protein_coding	0	2	2	17	0	0	0	0	0	2	0	0	0	0	0	2	17
DEHA2D00660g	DEHA2D00660g	CAG86610	protein_coding	0	0	0	33	18	0	0	0	0	0	0	0	0	0	0	0	15
DEHA2D00682g	DEHA2D00682g	CAG86611	protein_coding	0	0	1	32	15	0	0	0	0	1	0	0	0	0	0	0	17
DEHA2D00704g	DEHA2D00704g	CAG86612	protein_coding	0	8	9	16	16	0	0	0	0	9	0	0	0	0	0	8	0
DEHA2D00726g	DEHA2D00726g	CAG86613	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18
DEHA2D02354g	DEHA2D02354g	CAG86702	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02376g	DEHA2D02376g	CAG86703	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02398g	DEHA2D02398g	CAG86704	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D02420g	DEHA2D02420g	CAR65608	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02442g	DEHA2D02442g	CAG86706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02464g	DEHA2D02464g	CAG86707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02486g	DEHA2D02486g	CAG86708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02508g	DEHA2D02508g	CAG86709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D02530g	DEHA2D02530g	CAG86710	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D03388g	DEHA2D03388g	CAG86751	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D03410g	DEHA2D03410g	CAG86752	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D03432g	DEHA2D03432g	CAR65612	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D03454g	DEHA2D03454g	CAR65613	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D03476g	DEHA2D03476g	CAR65614	protein_coding	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D03498g	DEHA2D03498g	CAG86756	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D03520g	DEHA2D03520g	CAG86757	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D03542g	DEHA2D03542g	CAG86758	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2D04158g	DEHA2D04158g	CAG86787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04180g	DEHA2D04180g	CAG86788	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04202g	DEHA2D04202g	CAG86789	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04224r	DEHA2D04224r	DEHA2D04224r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04246g	DEHA2D04246g	CAG86790	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D04268g	DEHA2D04268g	CAG86791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04290g	DEHA2D04290g	CAG86792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04422g	DEHA2D04422g	CAG86798	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04444g	DEHA2D04444g	CAG86799	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04466g	DEHA2D04466g	CAG86800	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04488g	DEHA2D04488g	CAG86801	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DEHA2D04510g	DEHA2D04510g	CAG86802	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2D04620g	DEHA2D04620g	CAG86806	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04642g	DEHA2D04642g	CAG86807	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D04664g	DEHA2D04664g	CAG86808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04686g	DEHA2D04686g	CAG86809	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D04708g	DEHA2D04708g	CAR65617	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D05808g	DEHA2D05808g	CAG86861	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D05830g	DEHA2D05830g	CAR65623	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06061g	DEHA2D06061g	CAR65624	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D06204g	DEHA2D06204g	CAG86872	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06226g	DEHA2D06226g	CAG86873	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06248r	DEHA2D06248r	DEHA2D06248r	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D06270g	DEHA2D06270g	CAG86874	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D06292g	DEHA2D06292g	CAG86875	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D06314g	DEHA2D06314g	CAG86876	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D06336g	DEHA2D06336g	CAG86877	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D06358g	DEHA2D06358g	CAG86878	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2D07964g	DEHA2D07964g	CAR65639	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D07986g	DEHA2D07986g	CAG86953	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2D08008g	DEHA2D08008g	CAG86954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D08030g	DEHA2D08030g	CAR65640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2D08514g	DEHA2D08514g	CAG86977	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08536g	DEHA2D08536g	CAG86978	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2D08558g	DEHA2D08558g	CAG86979	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08580g	DEHA2D08580g	CAG86980	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D08602g	DEHA2D08602g	CAG86981	protein_coding	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2D08624g	DEHA2D08624g	CAG86982	protein_coding	0	0	2	9	0	0	0	0	0	2	0	0	0	0	0	0	9
