# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2D09416g	DEHA2D09416g	CAG87026	protein_coding	0	1	0	276	0	0	118	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	144
DEHA2D09438g	DEHA2D09438g	CAG87027	protein_coding	0	83	35	261	0	1	128	0	0	0	0	9	35	0	0	0	1	0	0	0	0	82	125
DEHA2D09460g	DEHA2D09460g	CAG87028	protein_coding	0	4	2	264	0	0	145	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	119
DEHA2D09482g	DEHA2D09482g	CAG87029	protein_coding	0	16	0	252	0	0	118	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	130
DEHA2D09504g	DEHA2D09504g	CAG87030	protein_coding	0	37	8	270	0	0	134	0	1	0	0	0	7	0	0	0	0	0	0	0	0	37	136
DEHA2D09526g	DEHA2D09526g	CAG87031	protein_coding	2	4	5	251	0	0	138	2	0	0	0	0	6	0	0	0	0	0	0	0	0	4	113
DEHA2D09548g	DEHA2D09548g	CAG87032	protein_coding	1	56	26	242	1	0	114	1	0	0	0	0	26	0	0	0	0	0	0	0	0	56	128
DEHA2D09570g	DEHA2D09570g	CAG87033	protein_coding	0	17	5	256	0	0	129	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	127
DEHA2D09592g	DEHA2D09592g	CAG87034	protein_coding	0	25	8	270	0	0	139	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25	131
DEHA2D09614g	DEHA2D09614g	CAG87035	protein_coding	0	19	5	279	0	0	139	0	0	0	0	0	5	0	0	0	0	0	0	0	0	19	140
DEHA2D09636g	DEHA2D09636g	CAR65646	protein_coding	0	34	20	292	0	0	128	0	0	0	0	0	20	0	0	0	0	0	0	0	0	34	164
DEHA2D09658g	DEHA2D09658g	CAG87037	protein_coding	0	17	4	297	0	0	131	0	0	0	0	0	4	0	0	0	0	0	0	0	0	17	166
DEHA2D09680g	DEHA2D09680g	CAR65647	protein_coding	2	1	4	302	0	0	128	1	0	0	0	0	4	0	0	0	1	0	0	1	0	1	174
DEHA2D09702g	DEHA2D09702g	CAG87038	protein_coding	0	20	16	290	0	0	137	0	0	1	0	0	16	0	0	0	0	0	0	0	0	20	153
DEHA2D09724g	DEHA2D09724g	CAG87040	protein_coding	1	23	11	306	0	0	144	1	0	0	0	0	11	0	0	0	0	0	0	0	0	23	162
DEHA2D09746g	DEHA2D09746g	CAG87041	protein_coding	0	14	4	296	0	0	166	0	0	0	0	0	4	0	0	0	0	0	0	0	0	14	130
DEHA2D09768g	DEHA2D09768g	CAG87042	protein_coding	0	20	11	326	0	0	177	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	149
DEHA2D09790g	DEHA2D09790g	CAG87043	protein_coding	0	10	4	289	0	0	143	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	146
DEHA2D09812g	DEHA2D09812g	CAG87044	protein_coding	0	15	13	259	0	0	121	0	0	0	0	0	13	0	0	0	0	0	0	0	0	15	138
DEHA2D09834g	DEHA2D09834g	CAG87045	protein_coding	0	17	9	240	0	0	131	0	0	0	0	0	9	0	0	0	0	0	0	0	0	17	109
DEHA2D09856g	DEHA2D09856g	CAG87046	protein_coding	0	26	12	245	0	0	139	0	0	0	0	0	12	0	0	0	0	0	0	0	0	26	106
DEHA2D09878g	DEHA2D09878g	CAG87048	protein_coding	0	0	0	241	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121
DEHA2D09900g	DEHA2D09900g	CAG87049	protein_coding	0	16	9	231	0	0	121	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16	110
DEHA2D09922g	DEHA2D09922g	CAG87050	protein_coding	0	27	19	236	0	0	131	0	0	0	0	0	19	0	0	0	0	0	0	0	0	27	105
DEHA2D09944g	DEHA2D09944g	CAG87051	protein_coding	0	13	15	227	0	0	129	0	0	0	0	0	15	0	0	0	0	0	0	0	0	13	98
DEHA2D09966g	DEHA2D09966g	CAG87052	protein_coding	0	44	18	249	0	0	126	0	1	0	0	2	17	0	0	0	0	0	0	0	0	44	121
DEHA2D09988g	DEHA2D09988g	CAR65648	protein_coding	0	82	37	247	0	0	131	0	0	1	0	0	36	0	0	0	0	0	0	0	0	82	116
DEHA2D10010g	DEHA2D10010g	CAG87054	protein_coding	0	13	5	251	0	0	134	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13	117
DEHA2D10032g	DEHA2D10032g	CAG87055	protein_coding	0	6	0	264	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	144
DEHA2D10054g	DEHA2D10054g	CAG87056	protein_coding	0	17	3	293	0	0	144	0	0	0	0	3	3	0	0	0	1	0	0	0	0	16	147
DEHA2D10076g	DEHA2D10076g	CAG87057	protein_coding	0	44	15	276	0	0	123	0	0	0	0	0	15	0	0	0	0	0	0	0	0	44	153
DEHA2D10098g	DEHA2D10098g	CAG87058	protein_coding	0	37	27	278	0	0	121	0	0	0	0	0	27	0	0	0	0	0	0	0	0	37	157
DEHA2D10120g	DEHA2D10120g	CAG87059	protein_coding	0	43	11	293	0	0	150	0	0	0	0	0	11	0	0	0	0	0	0	0	0	43	143
DEHA2D10142g	DEHA2D10142g	CAG87060	protein_coding	0	14	9	287	0	0	153	0	0	0	0	3	9	0	0	0	0	0	0	0	0	14	131
DEHA2D10164g	DEHA2D10164g	CAG87061	protein_coding	0	43	8	248	0	0	149	0	0	0	0	0	8	0	0	0	0	0	0	0	0	43	99
DEHA2D10186g	DEHA2D10186g	CAG87062	protein_coding	0	45	15	290	0	0	152	0	0	0	0	0	15	0	0	0	0	0	0	0	0	45	138
DEHA2D10208g	DEHA2D10208g	CAG87063	protein_coding	0	9	4	296	0	0	172	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	124
DEHA2D10230g	DEHA2D10230g	CAG87064	protein_coding	0	40	53	238	1	0	100	0	3	1	0	0	48	0	0	0	0	0	0	0	0	40	138
DEHA2D10252g	DEHA2D10252g	CAG87065	protein_coding	0	30	2	265	0	0	133	0	0	0	0	0	2	0	0	0	0	0	0	0	0	30	132
DEHA2D10274g	DEHA2D10274g	CAG87066	protein_coding	0	9	6	280	0	0	156	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	124
DEHA2D10296g	DEHA2D10296g	CAG87067	protein_coding	0	29	2	287	0	0	115	0	0	0	0	0	2	0	0	0	0	0	0	0	0	29	172
DEHA2D10318g	DEHA2D10318g	CAG87068	protein_coding	0	7	9	292	0	0	116	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	176
DEHA2D10340g	DEHA2D10340g	CAG87069	protein_coding	0	9	4	275	0	0	159	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	116
DEHA2D10362g	DEHA2D10362g	CAG87070	protein_coding	0	10	4	251	0	0	138	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	113
DEHA2D10384g	DEHA2D10384g	CAG87071	protein_coding	0	42	34	250	0	1	120	0	0	0	0	0	33	0	0	0	0	0	0	0	0	42	130
DEHA2D10406g	DEHA2D10406g	CAG87072	protein_coding	0	22	1	269	0	0	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	147
DEHA2D10428g	DEHA2D10428g	CAG87073	protein_coding	0	27	11	240	0	0	96	0	0	0	0	3	11	0	0	0	1	0	0	0	0	26	142
DEHA2D10450g	DEHA2D10450g	CAG87074	protein_coding	0	34	11	263	0	0	146	0	0	0	0	0	11	0	0	0	0	0	0	0	0	34	117
DEHA2D10472g	DEHA2D10472g	CAG87075	protein_coding	0	12	1	301	0	0	139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	162
DEHA2D10494r	DEHA2D10494r	DEHA2D10494r	protein_coding	0	0	0	310	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153
DEHA2D10516g	DEHA2D10516g	CAR65649	protein_coding	0	24	14	318	0	0	167	0	0	0	0	0	14	0	0	0	0	0	0	0	0	24	151
DEHA2D10538g	DEHA2D10538g	CAG87078	protein_coding	0	30	19	307	0	1	144	0	0	0	0	0	19	0	0	0	0	0	0	0	0	30	163
DEHA2D10560g	DEHA2D10560g	CAG87079	protein_coding	0	53	62	305	0	0	146	0	0	1	0	0	61	0	0	0	0	0	0	0	0	53	159
DEHA2D10582g	DEHA2D10582g	CAG87080	protein_coding	0	9	0	336	0	0	162	0	0	0	0	7	0	0	0	0	2	0	0	0	0	7	169
DEHA2D10604g	DEHA2D10604g	CAR65650	protein_coding	0	151	184	311	0	0	163	0	0	0	0	0	184	0	0	0	1	0	0	0	1	150	148
DEHA2D10626g	DEHA2D10626g	CAG87083	protein_coding	0	25	39	297	0	0	168	0	0	0	0	0	39	0	0	0	0	0	0	0	0	25	129
DEHA2D10648g	DEHA2D10648g	CAG87084	protein_coding	0	43	13	302	0	0	135	0	0	0	0	0	13	0	0	0	0	0	0	0	0	43	167
DEHA2D10670g	DEHA2D10670g	CAR65651	protein_coding	0	0	0	284	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152
DEHA2D10692r	DEHA2D10692r	DEHA2D10692r	protein_coding	0	0	0	282	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
DEHA2D10714g	DEHA2D10714g	CAG87085	protein_coding	0	16	17	274	0	0	136	0	0	0	0	0	17	0	0	0	0	0	0	0	0	16	138
DEHA2D10736g	DEHA2D10736g	CAG87088	protein_coding	0	12	3	276	0	1	146	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	130
DEHA2D10758g	DEHA2D10758g	CAG87089	protein_coding	0	5	0	270	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	149
DEHA2D10769g	DEHA2D10769g	CAR65652	protein_coding	0	20	16	257	0	0	146	0	1	0	0	0	15	0	0	0	0	0	0	0	0	20	111
DEHA2D10780g	DEHA2D10780g	CAG87091	protein_coding	0	21	5	288	0	0	152	0	0	0	0	0	5	0	0	0	0	0	0	0	0	21	136
DEHA2D10802g	DEHA2D10802g	CAG87092	protein_coding	0	38	7	274	0	0	127	0	0	0	0	0	7	0	0	0	0	0	0	0	0	38	147
DEHA2D10824g	DEHA2D10824g	CAR65653	protein_coding	0	29	22	293	0	1	152	0	1	1	0	0	19	0	0	0	0	0	0	0	0	29	141
DEHA2D10868g	DEHA2D10868g	CAR65654	protein_coding	0	45	16	306	0	0	168	0	0	0	0	0	16	0	0	0	0	0	0	0	0	45	138
DEHA2D10890g	DEHA2D10890g	CAG87097	protein_coding	1	100	89	248	0	0	112	1	1	0	0	0	88	0	0	0	0	0	0	0	0	100	136
DEHA2D10912g	DEHA2D10912g	CAG87098	protein_coding	0	3	2	285	0	0	119	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	166
DEHA2D10934g	DEHA2D10934g	CAG87099	protein_coding	0	12	7	293	0	0	141	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	152
DEHA2D10956g	DEHA2D10956g	CAG87102	protein_coding	1	5	6	265	0	0	113	0	0	0	0	0	6	0	0	0	1	0	0	1	1	5	152
DEHA2D10978g	DEHA2D10978g	CAG87103	protein_coding	0	10	4	252	0	0	137	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	115
DEHA2D11000g	DEHA2D11000g	CAG87104	protein_coding	1	26	31	225	0	0	113	1	0	0	0	0	31	0	0	0	0	0	0	0	0	26	112
DEHA2D11022g	DEHA2D11022g	CAG87105	protein_coding	0	13	5	256	0	0	141	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13	115
DEHA2D11044g	DEHA2D11044g	CAG87106	protein_coding	0	15	2	270	0	0	119	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	151
DEHA2D11066g	DEHA2D11066g	CAG87107	protein_coding	0	11	0	272	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	121
DEHA2D11088g	DEHA2D11088g	CAG87108	protein_coding	1	62	40	274	0	0	117	1	0	0	0	0	40	0	0	0	1	0	0	0	0	62	157
DEHA2D11110g	DEHA2D11110g	CAG87109	protein_coding	0	1	2	317	0	0	151	0	0	0	0	11	2	0	0	0	0	0	0	0	0	1	155
DEHA2D11132g	DEHA2D11132g	CAG87110	protein_coding	2	1	6	301	0	0	154	1	0	0	0	0	7	0	0	0	0	0	1	0	0	1	147
DEHA2D11154g	DEHA2D11154g	CAG87111	protein_coding	0	19	14	302	0	0	155	0	0	0	0	0	14	0	0	0	0	0	0	0	0	19	147
DEHA2D11176g	DEHA2D11176g	CAG87112	protein_coding	0	6	7	299	0	0	144	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	155
DEHA2D11198g	DEHA2D11198g	CAG87113	protein_coding	0	21	18	295	0	0	156	0	0	0	0	0	18	0	0	0	0	0	0	0	0	21	139
DEHA2D11220g	DEHA2D11220g	CAG87114	protein_coding	0	28	27	279	0	0	146	0	0	0	0	0	27	0	0	0	0	0	0	0	0	28	133
DEHA2D11242g	DEHA2D11242g	CAG87115	protein_coding	0	46	40	274	0	0	153	0	0	0	0	0	40	0	0	0	0	0	0	0	0	46	121
DEHA2D11264g	DEHA2D11264g	CAG87116	protein_coding	0	54	10	291	0	0	145	0	0	0	0	0	10	0	0	0	0	0	0	0	0	54	146
DEHA2D11286g	DEHA2D11286g	CAG87117	protein_coding	0	34	6	285	0	0	147	0	0	0	0	0	6	0	0	0	0	0	0	0	0	34	138
DEHA2D11308g	DEHA2D11308g	CAG87118	protein_coding	0	10	1	261	0	0	116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	145
DEHA2D11330g	DEHA2D11330g	CAG87119	protein_coding	0	30	27	244	0	0	125	0	0	1	0	0	26	0	0	0	0	0	0	0	0	30	119
DEHA2D11352g	DEHA2D11352g	CAR65655	protein_coding	0	6	7	267	0	0	143	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	124
DEHA2D11374g	DEHA2D11374g	CAG87121	protein_coding	0	27	2	286	0	0	142	0	0	0	0	0	2	0	0	0	1	0	0	0	1	26	144
DEHA2D11396g	DEHA2D11396g	CAG87122	protein_coding	0	15	6	281	0	0	138	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	143
DEHA2D11418g	DEHA2D11418g	CAR65656	protein_coding	0	59	49	179	0	0	56	0	0	0	0	0	49	0	0	0	0	0	0	0	0	59	123
DEHA2D11440g	DEHA2D11440g	CAG87125	protein_coding	0	3	6	178	0	0	138	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	40
DEHA2D11462g	DEHA2D11462g	CAG87126	protein_coding	0	5	4	155	0	0	24	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	131
DEHA2D11484g	DEHA2D11484g	CAG87127	protein_coding	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132
DEHA2D11506g	DEHA2D11506g	CAG87128	protein_coding	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
DEHA2D11528g	DEHA2D11528g	CAG87129	protein_coding	0	0	0	140	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
DEHA2D11550g	DEHA2D11550g	CAG87130	protein_coding	0	0	0	101	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2D11572g	DEHA2D11572g	CAG87131	protein_coding	0	24	5	172	0	0	148	0	0	0	0	0	5	0	0	0	0	0	0	0	0	24	24
DEHA2D11594g	DEHA2D11594g	CAG87132	protein_coding	0	18	13	211	0	0	147	0	0	0	0	0	13	0	0	0	0	0	0	0	0	18	64
DEHA2D11616g	DEHA2D11616g	CAG87133	protein_coding	0	35	25	230	0	0	97	0	0	0	0	0	25	0	0	0	0	0	0	0	0	35	133
DEHA2D11638g	DEHA2D11638g	CAG87134	protein_coding	0	11	2	270	0	0	134	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	136
DEHA2D11660g	DEHA2D11660g	CAG87135	protein_coding	0	10	1	302	0	0	144	0	0	0	0	3	1	0	0	0	0	0	0	0	0	10	155
DEHA2D11682g	DEHA2D11682g	CAG87136	protein_coding	0	60	9	349	0	0	154	0	0	0	0	0	9	0	0	0	0	0	0	0	0	60	195
DEHA2D11704g	DEHA2D11704g	CAG87140	protein_coding	0	27	37	236	0	0	137	0	0	0	0	0	37	0	0	0	0	0	0	0	0	27	99
DEHA2D11726g	DEHA2D11726g	CAG87141	protein_coding	5	4	5	243	0	0	64	4	0	0	0	0	6	0	0	0	1	0	1	0	1	4	179
DEHA2D11748g	DEHA2D11748g	CAG87142	protein_coding	0	17	6	264	1	1	79	0	0	0	0	0	4	0	0	0	0	0	0	0	0	17	185
DEHA2D11770g	DEHA2D11770g	CAG87146	protein_coding	0	10	8	237	0	0	178	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	59
DEHA2D11792g	DEHA2D11792g	CAG87147	protein_coding	0	54	42	236	0	0	64	0	0	0	0	0	42	0	0	0	0	0	0	0	0	54	172
DEHA2D11814g	DEHA2D11814g	CAG87148	protein_coding	0	37	56	291	0	0	156	0	1	0	0	0	55	0	0	0	0	0	0	0	0	37	135
DEHA2D11836g	DEHA2D11836g	CAG87149	protein_coding	0	32	14	298	0	0	122	0	0	0	0	0	14	0	0	0	0	0	0	0	0	32	176
DEHA2D11858g	DEHA2D11858g	CAG87150	protein_coding	0	31	3	276	0	0	103	0	0	0	0	0	3	0	0	0	0	0	0	0	0	31	173
DEHA2D11880g	DEHA2D11880g	CAR65657	protein_coding	0	38	16	289	0	0	131	0	0	0	0	0	16	0	0	0	0	0	0	0	0	38	158
DEHA2D11902g	DEHA2D11902g	CAR65658	protein_coding	0	16	3	271	0	0	144	0	0	0	0	0	3	0	0	0	1	0	0	0	1	15	127
DEHA2D11924g	DEHA2D11924g	CAR65659	protein_coding	0	37	7	257	0	0	149	0	0	0	0	0	7	0	0	0	0	0	0	0	0	37	108
DEHA2D11946g	DEHA2D11946g	CAR65660	protein_coding	0	36	22	235	0	0	124	0	0	0	0	0	22	0	0	0	0	0	0	0	0	36	111
DEHA2D11968g	DEHA2D11968g	CAG87157	protein_coding	0	5	1	282	0	0	130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	152
DEHA2D11990g	DEHA2D11990g	CAG87158	protein_coding	0	5	9	272	0	0	122	0	0	0	0	5	9	0	0	0	0	0	0	0	0	5	145
DEHA2D12012g	DEHA2D12012g	CAR65661	protein_coding	0	15	8	284	0	0	124	0	0	0	0	7	8	0	0	0	1	0	0	0	0	14	154
DEHA2D12034g	DEHA2D12034g	CAG87160	protein_coding	0	5	0	271	0	0	130	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	132
DEHA2D12056g	DEHA2D12056g	CAG87161	protein_coding	0	93	25	326	0	0	195	0	0	0	0	0	25	0	0	0	0	0	0	0	0	93	131
DEHA2D12078g	DEHA2D12078g	CAG87162	protein_coding	0	28	16	312	0	0	181	0	1	0	0	0	15	0	0	0	0	0	0	0	0	28	131
DEHA2D12100g	DEHA2D12100g	CAG87164	protein_coding	0	28	34	287	0	0	136	0	1	1	0	4	32	0	0	0	1	0	0	0	0	27	148
DEHA2D12122g	DEHA2D12122g	CAG87165	protein_coding	0	29	22	311	0	0	177	0	0	0	0	0	22	0	0	0	0	0	0	0	0	29	134
DEHA2D12144g	DEHA2D12144g	CAG87166	protein_coding	3	0	4	317	0	0	146	1	0	0	0	0	4	0	0	0	1	0	1	1	0	0	171
DEHA2D12166g	DEHA2D12166g	CAG87167	protein_coding	0	16	2	305	0	0	124	0	0	0	0	0	2	0	0	0	1	0	0	0	1	15	181
DEHA2D12188g	DEHA2D12188g	CAG87168	protein_coding	0	16	9	290	0	0	169	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16	121
DEHA2D12210g	DEHA2D12210g	CAG87169	protein_coding	0	10	10	256	0	0	138	0	0	0	0	2	10	0	0	0	2	0	0	0	0	9	117
DEHA2D12232g	DEHA2D12232g	CAG87170	protein_coding	0	28	8	246	0	0	132	0	0	0	0	0	8	0	0	0	1	0	0	0	1	27	114
DEHA2D12254g	DEHA2D12254g	CAG87171	protein_coding	0	34	17	276	0	0	128	0	0	0	0	0	17	0	0	0	0	0	0	0	0	34	148
DEHA2D12276g	DEHA2D12276g	CAG87172	protein_coding	0	52	37	232	0	0	115	0	0	0	0	0	37	0	0	0	0	0	0	0	0	52	117
DEHA2D12298g	DEHA2D12298g	CAG87173	protein_coding	0	1	2	258	0	0	142	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	116
DEHA2D12320g	DEHA2D12320g	CAG87174	protein_coding	0	35	3	271	0	0	145	0	0	0	0	0	3	0	0	0	0	0	0	0	0	35	126
DEHA2D12342g	DEHA2D12342g	CAG87175	protein_coding	0	11	6	257	0	0	135	0	0	1	0	0	6	0	0	0	0	0	0	0	0	11	122
DEHA2D12364g	DEHA2D12364g	CAG87176	protein_coding	0	12	10	263	1	0	140	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	123
DEHA2D12386g	DEHA2D12386g	CAG87177	protein_coding	0	20	11	238	0	0	123	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	115
DEHA2D12408g	DEHA2D12408g	CAG87178	protein_coding	0	21	15	226	0	0	115	0	0	0	0	0	15	0	0	0	0	0	0	0	0	21	111
DEHA2D12430g	DEHA2D12430g	CAG87179	protein_coding	0	179	61	267	0	0	126	0	0	2	0	0	60	0	0	0	0	0	0	0	0	179	141
DEHA2D12452g	DEHA2D12452g	CAG87180	protein_coding	0	51	18	278	0	0	134	0	0	0	0	0	18	0	0	0	0	0	0	0	0	51	144
DEHA2D12474g	DEHA2D12474g	CAG87181	protein_coding	0	65	34	252	0	0	134	0	0	1	0	0	33	0	0	0	0	0	0	0	0	65	118
DEHA2D12496g	DEHA2D12496g	CAG87183	protein_coding	0	14	8	254	0	0	132	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	122
DEHA2D12518g	DEHA2D12518g	CAG87184	protein_coding	0	5	4	261	0	0	129	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	132
DEHA2D12540g	DEHA2D12540g	CAG87185	protein_coding	0	22	4	245	0	0	113	0	0	0	0	1	4	0	0	0	1	0	0	0	0	21	132
DEHA2D12562g	DEHA2D12562g	CAG87186	protein_coding	0	19	8	208	0	0	95	0	0	0	0	1	8	0	0	0	0	0	0	0	0	19	112
DEHA2D12584g	DEHA2D12584g	CAG87187	protein_coding	0	19	3	263	0	0	140	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	123
DEHA2D12606g	DEHA2D12606g	CAG87188	protein_coding	0	38	7	339	0	0	228	0	0	0	0	0	7	0	0	0	0	0	0	0	0	38	111
DEHA2D12628g	DEHA2D12628g	CAG87189	protein_coding	0	20	14	319	0	0	208	0	0	0	0	0	14	0	0	0	0	0	0	0	0	20	111
DEHA2D12650g	DEHA2D12650g	CAR65662	protein_coding	0	43	54	294	0	0	137	0	0	0	0	0	54	0	0	0	0	0	0	0	0	43	157
DEHA2D12672g	DEHA2D12672g	CAG87192	protein_coding	1	42	44	314	0	0	185	1	0	0	0	0	44	0	0	0	1	0	0	1	0	42	129
DEHA2D12694g	DEHA2D12694g	CAG87193	protein_coding	0	6	0	347	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	135
DEHA2D12716g	DEHA2D12716g	CAG87194	protein_coding	0	2	0	317	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	172
DEHA2D12738g	DEHA2D12738g	CAG87195	protein_coding	0	17	3	314	0	0	167	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	147
DEHA2D12760g	DEHA2D12760g	CAG87196	protein_coding	0	15	5	325	0	0	164	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	161
DEHA2D12782g	DEHA2D12782g	CAG87197	protein_coding	0	13	9	283	0	0	160	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	123
DEHA2D12804g	DEHA2D12804g	CAG87198	protein_coding	0	35	45	255	0	0	134	0	0	0	0	0	45	0	0	0	0	0	0	0	0	35	121
DEHA2D12826g	DEHA2D12826g	CAG87199	protein_coding	0	0	6	273	0	0	113	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	160
DEHA2D12848g	DEHA2D12848g	CAG87200	protein_coding	0	19	10	282	0	0	119	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	163
DEHA2D12870g	DEHA2D12870g	CAG87201	protein_coding	0	15	6	268	0	0	153	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	115
DEHA2D12892g	DEHA2D12892g	CAG87203	protein_coding	1	7	17	253	0	0	136	1	0	0	0	0	18	0	0	0	0	0	0	0	0	7	117
DEHA2D12914g	DEHA2D12914g	CAR65663	protein_coding	1	1	2	243	0	0	138	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	105
DEHA2D12936g	DEHA2D12936g	CAG87204	protein_coding	0	28	3	273	0	0	156	0	0	0	0	0	3	0	0	0	0	0	0	0	0	28	117
DEHA2D12958g	DEHA2D12958g	CAG87205	protein_coding	0	28	21	256	0	0	137	0	0	1	0	0	20	0	0	0	0	0	0	0	0	28	119
DEHA2D12980g	DEHA2D12980g	CAG87206	protein_coding	0	18	1	307	0	0	146	0	0	1	0	3	1	0	0	0	1	0	0	0	0	17	159
DEHA2D13002g	DEHA2D13002g	CAG87207	protein_coding	0	43	9	292	0	0	138	0	0	0	0	0	9	0	0	0	0	0	0	0	0	43	154
DEHA2D13024g	DEHA2D13024g	CAG87208	protein_coding	0	30	18	297	0	0	153	0	0	0	0	0	18	0	0	0	0	0	0	0	0	30	144
DEHA2D13046g	DEHA2D13046g	CAG87209	protein_coding	0	4	1	285	0	0	157	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	128
DEHA2D13068g	DEHA2D13068g	CAG87210	protein_coding	0	45	28	270	1	0	109	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	161
DEHA2D13090g	DEHA2D13090g	CAG87211	protein_coding	0	28	9	254	0	0	149	0	0	0	0	0	9	0	0	0	0	0	0	0	0	28	105
DEHA2D13112g	DEHA2D13112g	CAG87212	protein_coding	0	33	15	283	0	0	155	0	0	0	0	0	15	0	0	0	0	0	0	0	0	33	128
DEHA2D13134g	DEHA2D13134g	CAG87213	protein_coding	0	11	0	282	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	164
DEHA2D13156g	DEHA2D13156g	CAG87214	protein_coding	0	8	3	279	0	0	172	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	107
DEHA2D13178g	DEHA2D13178g	CAG87215	protein_coding	0	4	1	278	0	0	161	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	117
DEHA2D13200g	DEHA2D13200g	CAG87216	protein_coding	0	28	39	268	0	0	144	0	0	0	0	0	39	0	0	0	0	0	0	0	0	28	124
DEHA2D13222g	DEHA2D13222g	CAG87217	protein_coding	0	27	5	315	0	0	163	0	0	0	0	0	5	0	0	0	0	0	0	0	0	27	152
